Date,Close,High,Low,Open,Volume,Daily Close Chg%,Monthly Close Chg%,Year Close Chg%
2013-01-02,2746.469970703125,2746.5,2716.300048828125,2727.669921875,2111300000.0,,0.0,0.0
2013-01-03,2732.260009765625,2750.820068359375,2723.669921875,2742.1298828125,1769420000.0,-0.517389998400819,-0.5173899984008236,-0.5173899984008236
2013-01-04,2724.489990234375,2732.159912109375,2716.0400390625,2730.530029296875,1745140000.0,-0.2843806776616553,-0.800299318878877,-0.800299318878877
2013-01-07,2724.219970703125,2727.679931640625,2707.110107421875,2713.43994140625,1702540000.0,-0.009910828530035332,-0.8101308311156873,-0.8101308311156873
2013-01-08,2718.719970703125,2730.159912109375,2703.75,2724.760009765625,1744380000.0,-0.2018926540128252,-1.010387890492599,-1.010387890492599
2013-01-09,2727.64990234375,2735.419921875,2720.050048828125,2724.169921875,1732510000.0,0.32846088368252424,-0.6852457358037986,-0.6852457358037986
2013-01-10,2744.179931640625,2749.18994140625,2719.679931640625,2746.679931640625,1754240000.0,0.6060172635304673,-0.08338117972991076,-0.08338117972991076
2013-01-11,2748.260009765625,2749.360107421875,2738.0,2743.570068359375,1772600000.0,0.14868114433592705,0.0651759925138279,0.0651759925138279
2013-01-14,2735.699951171875,2743.35009765625,2724.070068359375,2733.4599609375,1876050000.0,-0.45701856989947,-0.3921404437745505,-0.3921404437745505
2013-01-15,2722.97998046875,2726.27001953125,2710.800048828125,2721.2900390625,1852870000.0,-0.46496220090497253,-0.85527933984151,-0.85527933984151
2013-01-16,2734.72998046875,2742.330078125,2721.6201171875,2725.6298828125,1692380000.0,0.43151253715707494,-0.42745744026356275,-0.42745744026356275
2013-01-17,2747.14990234375,2756.679931640625,2740.070068359375,2746.18994140625,1766510000.0,0.45415532662098634,0.02475656562343299,0.02475656562343299
2013-01-18,2743.239990234375,2743.5400390625,2728.070068359375,2735.89990234375,1860070000.0,-0.142326128837722,-0.11760479827576965,-0.11760479827576965
2013-01-22,2746.18994140625,2747.52001953125,2726.860107421875,2744.27001953125,1790730000.0,0.10753529338944912,-0.010195971551194845,-0.010195971551194845
2013-01-23,2762.169921875,2769.31005859375,2756.590087890625,2761.97998046875,1698190000.0,0.5818964022775264,0.5716411007346878,0.5716411007346878
2013-01-24,2723.530029296875,2748.360107421875,2719.830078125,2724.199951171875,2046990000.0,-1.3988962906342772,-0.8352518560535047,-0.8352518560535047
2013-01-25,2736.72998046875,2745.090087890625,2726.72998046875,2731.330078125,1920250000.0,0.4846633240641385,-0.3546366913992313,-0.3546366913992313
2013-01-28,2742.429931640625,2752.5400390625,2735.2099609375,2737.6201171875,1935590000.0,0.2082759794555411,-0.14709933498620076,-0.14709933498620076
2013-01-29,2743.580078125,2749.43994140625,2722.52001953125,2739.389892578125,2050670000.0,0.04193895607340625,-0.10522207083826797,-0.10522207083826797
2013-01-30,2738.7099609375,2757.090087890625,2732.050048828125,2748.6298828125,2014350000.0,-0.17750956957044428,-0.28254486116366884,-0.28254486116366884
2013-01-31,2731.530029296875,2751.110107421875,2730.070068359375,2736.1298828125,2190840000.0,-0.2621647324117182,-0.543968860596179,-0.543968860596179
2013-02-01,2763.9599609375,2768.6298828125,2740.64990234375,2751.18994140625,2012930000.0,1.1872441925514066,0.0,0.6368170932485157
2013-02-04,2715.679931640625,2755.64990234375,2715.510009765625,2749.39990234375,1874750000.0,-1.7467702129989937,-1.7467702129989982,-1.1210768510466338
2013-02-05,2754.989990234375,2762.860107421875,2720.7900390625,2727.820068359375,2150080000.0,1.447521783982908,-0.3245333083653824,0.3102171013021776
2013-02-06,2746.35009765625,2758.25,2738.469970703125,2745.3798828125,2002740000.0,-0.3136088555221961,-0.6371243986934224,-0.0043646225210433025
2013-02-07,2746.5,2749.139892578125,2716.360107421875,2746.02001953125,1955960000.0,0.005458238695710271,-0.6317009357681796,0.001093377943153414
2013-02-08,2775.56005859375,2780.1298828125,2760.389892578125,2761.050048828125,1816480000.0,1.0580760456490035,0.4196912335993244,1.0591809923622661
2013-02-11,2774.639892578125,2777.1298828125,2766.31005859375,2774.43994140625,1551370000.0,-0.03315244477509749,0.38639965091978046,1.0256774031936058
2013-02-12,2762.6201171875,2776.7099609375,2761.409912109375,2771.159912109375,1786800000.0,-0.4332012749754144,-0.048475512269922395,0.5880328806304186
2013-02-13,2773.77001953125,2783.18994140625,2765.0400390625,2770.699951171875,1822450000.0,0.40359882541871617,0.35492766655065994,0.9940049998484383
2013-02-14,2771.429931640625,2776.489990234375,2759.739990234375,2760.1201171875,1924900000.0,-0.08436488512556517,0.270263347106927,0.908801523546605
2013-02-15,2764.669921875,2779.070068359375,2756.429931640625,2772.56005859375,1858670000.0,-0.24391775842671493,0.025686368382094444,0.6626670368151021
2013-02-19,2782.860107421875,2782.860107421875,2766.860107421875,2770.699951171875,1843840000.0,0.657951439444826,0.6838068116574421,1.32497850356739
2013-02-20,2739.989990234375,2782.449951171875,2739.27001953125,2781.0,2001800000.0,-1.5405056500384484,-0.8672329209499363,-0.23593851518030826
2013-02-21,2711.510009765625,2731.25,2700.320068359375,2730.10009765625,2052630000.0,-1.0394191427799293,-1.897637878737022,-1.2729052678682624
2013-02-22,2737.280029296875,2737.280029296875,2715.469970703125,2726.27001953125,1581500000.0,0.9503936713653349,-0.9652792376766379,-0.3346092076112261
2013-02-25,2700.969970703125,2763.9599609375,2700.969970703125,2756.18994140625,1930990000.0,-1.3265014249593254,-2.278976219793343,-1.6566720366635403
2013-02-26,2713.02001953125,2718.06005859375,2689.830078125,2708.800048828125,1847750000.0,0.4461378304397856,-1.8430057644167834,-1.2179252469056294
2013-02-27,2741.260009765625,2757.610107421875,2710.18994140625,2714.449951171875,1727260000.0,1.040906076294057,-0.8212836471109902,-0.18969662851133215
2013-02-28,2738.580078125,2761.280029296875,2738.219970703125,2742.3798828125,2022530000.0,-0.09776276716101373,-0.918243504652342,-0.2872739429990966
2013-03-01,2747.75,2751.219970703125,2713.489990234375,2725.3798828125,1870250000.0,0.3348422033829346,0.0,0.04660634598336057
