Date,Close,High,Low,Open,Volume,Daily Close Chg%,Monthly Close Chg%,Year Close Chg%,inflation_daily,days in month,inflation_monthly%,Daily Close Real Chg%,CumulativeInflation,Close_Real,Type,Sentiment,HawkishDovish,DaysToNearestFOMC
2013-02-11,1517.01001,1518.310059,1513.609985,1517.930054,2684100000,-0.060611748,,,0.000372788,28,1.049076658,-0.060961811,1.000077229,1516.892861,,,,-9
2013-02-12,1519.430054,1522.290039,1515.609985,1517.01001,3414370000,0.159527223,,,0.000372788,28,1.049076658,0.159095126,1.000450046,1518.746548,,,,-8
2013-02-13,1520.329956,1524.689941,1515.930054,1519.430054,3385880000,0.059226309,,,0.000372788,28,1.049076658,0.05883159,1.000823002,1519.07975,,,,-7
2013-02-14,1521.380005,1523.140015,1514.02002,1520.329956,3759740000,0.069067167,,,0.000372788,28,1.049076658,0.06866878,1.001196097,1519.562461,,,,-6
2013-02-15,1519.790039,1524.23999,1514.140015,1521.380005,3838510000,-0.104508132,,,0.000372788,28,1.049076658,-0.104841836,1.001569331,1517.408723,,,,-5
2013-02-19,1530.939941,1530.939941,1519.790039,1519.790039,3748910000,0.733647547,,,0.000372788,28,1.049076658,0.733001505,1.001942704,1527.971545,,,,-1
2013-02-20,1511.949951,1530.939941,1511.410034,1530.939941,4240570000,-1.240413796,,,0.000372788,28,1.049076658,-1.240324206,1.002316216,1508.456041,Minute,Neutral,Dovish,0
2013-02-21,1502.420044,1511.949951,1497.290039,1511.949951,4274600000,-0.630305733,,,0.000372788,28,1.049076658,-0.6304435,1.002689868,1498.389574,,,,1
2013-02-22,1515.599976,1515.640015,1502.420044,1502.420044,3419320000,0.877246792,,,0.000372788,28,1.049076658,0.876547238,1.003063658,1510.970877,,,,2
2013-02-25,1487.849976,1525.839966,1487.849976,1515.599976,4011050000,-1.830958066,,,0.000372788,28,1.049076658,-1.83064841,1.003437589,1482.752881,,,,5
2013-02-26,1496.939941,1498.98999,1485.01001,1487.849976,3975280000,0.610946397,,,0.000372788,28,1.049076658,0.610346079,1.003811658,1491.255784,,,,6
2013-02-27,1515.98999,1520.079956,1494.880005,1496.939941,3551850000,1.272599408,,,0.000372788,28,1.049076658,1.271752526,1.004185867,1509.670709,,,,7
2013-02-28,1514.680054,1525.339966,1514.459961,1515.98999,3912320000,-0.086407993,1.106064877,,0.000372788,28,1.049076658,-0.086748442,1.004560216,1507.804142,,,,8
2013-03-01,1518.199951,1519.98999,1501.47998,1514.680054,3695610000,0.232385543,,,0.000363309,31,1.132417099,0.231937968,1.004925181,1510.759188,,,,9
2013-03-04,1525.199951,1525.27002,1512.290039,1518.199951,3414430000,0.461072337,,,0.000363309,31,1.132417099,0.460541709,1.00529028,1517.173678,,,,12
2013-03-05,1539.790039,1543.469971,1525.199951,1525.199951,3610690000,0.956601649,,,0.000363309,31,1.132417099,0.955891057,1.005655511,1531.130713,,,,13
2013-03-06,1541.459961,1545.25,1538.109985,1539.790039,3676890000,0.108451271,,,0.000363309,31,1.132417099,0.108048707,1.006020874,1532.234569,,,,14
2013-03-07,1544.26001,1545.780029,1541.459961,1541.459961,3634710000,0.181649144,,,0.000363309,31,1.132417099,0.181219996,1.006386371,1534.460377,,,,-13
2013-03-08,1551.180054,1552.47998,1542.939941,1544.26001,3652260000,0.448113912,,,0.000363309,31,1.132417099,0.447587991,1.006752,1540.776729,,,,-12
2013-03-11,1556.219971,1556.27002,1547.359985,1551.150024,3091080000,0.324908574,,,0.000363309,31,1.132417099,0.324427398,1.007117762,1545.221452,,,,-9
2013-03-12,1552.47998,1556.77002,1548.23999,1556.219971,3274910000,-0.240325295,,,0.000363309,31,1.132417099,-0.240601191,1.007483657,1540.948054,,,,-8
2013-03-13,1554.52002,1556.390015,1548.25,1552.47998,3073830000,0.131405177,,,0.000363309,31,1.132417099,0.130994276,1.007849685,1542.412567,,,,-7
2013-03-14,1563.22998,1563.319946,1554.52002,1554.52002,3459260000,0.560299052,,,0.000363309,31,1.132417099,0.559732388,1.008215846,1550.491383,,,,-6
2013-03-15,1560.699951,1563.619995,1555.73999,1563.209961,5175850000,-0.161846262,,,0.000363309,31,1.132417099,-0.162150661,1.008582139,1547.419779,,,,-5
2013-03-18,1552.099976,1560.699951,1545.130005,1560.699951,3164560000,-0.551033245,,,0.000363309,31,1.132417099,-0.551196299,1.008948566,1538.334091,,,,-2
2013-03-19,1548.339966,1557.25,1538.569946,1552.099976,3796210000,-0.242253065,,,0.000363309,31,1.132417099,-0.242528261,1.009315126,1534.050095,,,,-1
2013-03-20,1558.709961,1561.560059,1548.339966,1548.339966,3349090000,0.669749238,,,0.000363309,31,1.132417099,0.669142823,1.00968182,1543.763521,Statement,Positive,Hawkish,0
2013-03-21,1545.800049,1558.709961,1543.550049,1558.709961,3243270000,-0.828243383,,,0.000363309,31,1.132417099,-0.828305761,1.010048646,1530.421386,,,,1
2013-03-22,1556.890015,1557.73999,1545.900024,1545.900024,2948380000,0.717425635,,,0.000363309,31,1.132417099,0.716801906,1.010415606,1540.84122,,,,2
2013-03-25,1551.689941,1564.910034,1546.219971,1556.890015,3178170000,-0.334003892,,,0.000363309,31,1.132417099,-0.334245766,1.010782699,1535.137021,,,,5
2013-03-26,1563.77002,1563.949951,1551.689941,1551.689941,2869260000,0.77851108,,,0.000363309,31,1.132417099,0.777865166,1.011149925,1546.526366,,,,6
2013-03-27,1562.849976,1564.069946,1551.900024,1563.75,2914210000,-0.058834991,,,0.000363309,31,1.132417099,-0.0591768,1.011517285,1545.055135,,,,7
2013-03-28,1569.189941,1570.280029,1561.079956,1562.859985,3304440000,0.405666949,,,0.000363309,31,1.132417099,0.405156444,1.011884778,1550.759508,,,,8
2013-04-01,1562.170044,1570.569946,1558.469971,1569.180054,2753110000,-0.447358046,,,0.000188603,30,0.567360371,-0.447462257,1.012075623,1543.530946,,,,-9
2013-04-02,1570.25,1573.660034,1562.170044,1562.170044,3312160000,0.517226411,,,0.000188603,30,0.567360371,0.516940311,1.012266504,1551.22193,,,,-8
2013-04-03,1553.689941,1571.469971,1549.800049,1570.25,4060610000,-1.05461287,,,0.000188603,30,0.567360371,-1.054602572,1.012457421,1534.573118,,,,-7
2013-04-04,1559.97998,1562.599976,1552.52002,1553.689941,3350670000,0.404845194,,,0.000188603,30,0.567360371,0.404580286,1.012648374,1540.49522,,,,-6
2013-04-05,1553.280029,1559.97998,1539.5,1559.97998,3515410000,-0.429489561,,,0.000188603,30,0.567360371,-0.429597141,1.012839363,1533.589714,,,,-5
2013-04-08,1563.069946,1563.069946,1548.630005,1553.26001,2887120000,0.630273795,,,0.000188603,30,0.567360371,0.629966378,1.013030388,1542.96452,,,,-2
2013-04-09,1568.609985,1573.890015,1560.920044,1563.109985,3252780000,0.354433215,,,0.000188603,30,0.567360371,0.354177812,1.013221449,1548.141314,,,,-1
2013-04-10,1587.72998,1589.069946,1568.609985,1568.609985,3453350000,1.218913261,,,0.000188603,30,0.567360371,1.218494845,1.013412546,1566.716325,Minute,Neutral,Hawkish,0
2013-04-11,1593.369995,1597.349976,1586.170044,1587.72998,3393950000,0.355225052,,,0.000188603,30,0.567360371,0.3549695,1.013603679,1571.985212,,,,1
2013-04-12,1588.849976,1593.300049,1579.969971,1593.300049,3206290000,-0.283676707,,,0.000188603,30,0.567360371,-0.283811782,1.013794848,1567.230272,,,,2
2013-04-15,1552.359985,1588.839966,1552.280029,1588.839966,4660130000,-2.296629058,,,0.000188603,30,0.567360371,-2.296384556,1.013986054,1530.948064,,,,5
2013-04-16,1574.569946,1575.349976,1552.359985,1552.359985,3654700000,1.430722329,,,0.000188603,30,0.567360371,1.430263973,1.014177295,1552.558862,,,,6
2013-04-17,1552.01001,1574.569946,1543.689941,1574.569946,4250310000,-1.432768139,,,0.000188603,30,0.567360371,-1.432686533,1.014368572,1530.025725,,,,7
2013-04-18,1541.609985,1554.380005,1536.030029,1552.030029,3890800000,-0.670100344,,,0.000188603,30,0.567360371,-0.670162552,1.014559886,1519.486437,,,,8
2013-04-19,1555.25,1555.890015,1539.400024,1541.609985,3569870000,0.884790237,,,0.000188603,30,0.567360371,0.884434826,1.014751235,1532.641643,,,,9
2013-04-22,1562.5,1565.550049,1548.189941,1555.25,2979880000,0.466162996,,,0.000188603,30,0.567360371,0.465886525,1.014942621,1539.495897,,,,-9
2013-04-23,1578.780029,1579.579956,1562.5,1562.5,3565150000,1.041921875,,,0.000188603,30,0.567360371,1.041536834,1.015134042,1555.242917,,,,-8
2013-04-24,1578.790039,1583.0,1575.800049,1578.780029,3598240000,0.000634019,,,0.000188603,30,0.567360371,0.000445332,1.0153255,1554.959507,,,,-7
2013-04-25,1585.160034,1592.640015,1578.930054,1578.930054,3908580000,0.403473227,,,0.000188603,30,0.567360371,0.403208577,1.015516994,1560.938954,,,,-6
2013-04-26,1582.23999,1585.780029,1577.560059,1585.160034,3198620000,-0.184211302,,,0.000188603,30,0.567360371,-0.184365134,1.015708524,1557.769727,,,,-5
2013-04-29,1593.609985,1596.650024,1582.339966,1582.339966,2891200000,0.718601172,,,0.000188603,30,0.567360371,0.718277099,1.01590009,1568.668023,,,,-2
2013-04-30,1597.569946,1597.569946,1586.5,1593.579956,3745070000,0.248489968,1.808576778,,0.000188603,30,0.567360371,0.248254543,1.016091692,1572.26947,,,,-1
2013-05-01,1582.699951,1597.550049,1581.280029,1597.550049,3530320000,-0.930788361,,,4.79162e-05,31,0.148647174,-0.930791677,1.01614038,1557.560336,Statement,Positive,Hawkish,0
2013-05-02,1597.589966,1598.599976,1582.77002,1582.77002,3366950000,0.940798326,,,4.79162e-05,31,0.148647174,0.940705335,1.016189069,1572.138507,,,,1
2013-05-03,1614.420044,1618.459961,1597.599976,1597.599976,3603910000,1.05346669,,,4.79162e-05,31,0.148647174,1.0533683,1.016237761,1588.624341,,,,2
2013-05-06,1617.5,1619.77002,1614.209961,1614.400024,3062240000,0.190777863,,,4.79162e-05,31,0.148647174,0.190720808,1.016286455,1591.578822,,,,5
2013-05-07,1625.959961,1626.030029,1616.640015,1617.550049,3309580000,0.523026951,,,4.79162e-05,31,0.148647174,0.522953977,1.016335152,1599.826551,,,,6
2013-05-08,1632.689941,1632.780029,1622.699951,1625.949951,3554700000,0.41390813,,,4.79162e-05,31,0.148647174,0.413840384,1.016383851,1606.371392,,,,7
2013-05-09,1626.670044,1635.01001,1623.089966,1632.689941,3457400000,-0.368710391,,,4.79162e-05,31,0.148647174,-0.368740638,1.016432552,1600.37185,,,,8
2013-05-10,1633.699951,1633.699951,1623.709961,1626.689941,3086470000,0.432165531,,,4.79162e-05,31,0.148647174,0.43209691,1.016481256,1607.211094,,,,9
2013-05-13,1633.77002,1636.0,1626.73999,1632.099976,2910600000,0.004288937,,,4.79162e-05,31,0.148647174,0.004240817,1.016529962,1607.203015,,,,-9
2013-05-14,1650.339966,1651.099976,1633.75,1633.75,3457790000,1.014215348,,,4.79162e-05,31,0.148647174,1.014118839,1.01657867,1623.425726,,,,-8
2013-05-15,1658.780029,1661.48999,1646.680054,1649.130005,3657440000,0.511413627,,,4.79162e-05,31,0.148647174,0.511341209,1.016627381,1631.649964,,,,-7
2013-05-16,1650.469971,1660.51001,1648.599976,1658.069946,3513130000,-0.500974116,,,4.79162e-05,31,0.148647174,-0.500998027,1.016676094,1623.398033,,,,-6
2013-05-17,1667.469971,1667.469971,1652.449951,1652.449951,3440710000,1.030009652,,,4.79162e-05,31,0.148647174,1.029912386,1.016724809,1640.040605,,,,-5
2013-05-20,1666.290039,1672.839966,1663.52002,1665.709961,3275080000,-0.070761792,,,4.79162e-05,31,0.148647174,-0.070806316,1.016773527,1638.801557,,,,-2
2013-05-21,1669.160034,1674.930054,1662.670044,1666.199951,3513560000,0.172238629,,,4.79162e-05,31,0.148647174,0.172182462,1.016822247,1641.54555,,,,-1
2013-05-22,1655.349976,1687.180054,1648.859985,1669.390015,4361020000,-0.827365759,,,4.79162e-05,31,0.148647174,-0.827374031,1.016870969,1627.885962,Minute,Neutral,Neutral,0
2013-05-23,1650.51001,1655.5,1635.530029,1651.619995,3945510000,-0.292383236,,,4.79162e-05,31,0.148647174,-0.29241714,1.016919694,1623.048526,,,,1
2013-05-24,1649.599976,1649.780029,1636.880005,1646.670044,2758080000,-0.055136544,,,4.79162e-05,31,0.148647174,-0.055181816,1.016968421,1622.075909,,,,2
2013-05-28,1660.060059,1674.209961,1652.630005,1652.630005,3457400000,0.634098155,,,4.79162e-05,31,0.148647174,0.634019859,1.01701715,1632.28325,,,,6
2013-05-29,1648.359985,1656.569946,1640.050049,1656.569946,3587140000,-0.70479819,,,4.79162e-05,31,0.148647174,-0.704812334,1.017065882,1620.701289,,,,7
2013-05-30,1654.410034,1661.910034,1648.609985,1649.140015,3498620000,0.367034439,,,4.79162e-05,31,0.148647174,0.366968939,1.017114616,1626.571882,,,,8
2013-05-31,1630.73999,1658.98999,1630.73999,1652.130005,4099600000,-1.430724153,2.076281168,,4.79162e-05,31,0.148647174,-1.430703515,1.017163352,1603.223305,,,,9
2013-06-03,1640.420044,1640.420044,1622.719971,1631.709961,3952070000,0.593598843,,,0.000123543,30,0.371294332,0.593401989,1.017289016,1612.540801,,,,12
2013-06-04,1631.380005,1646.530029,1623.619995,1640.72998,3653840000,-0.551080749,,,0.000123543,30,0.371294332,-0.551136203,1.017414695,1603.456303,,,,13
2013-06-05,1608.900024,1629.310059,1607.089966,1629.050049,3632350000,-1.377973274,,,0.000123543,30,0.371294332,-1.377926584,1.017540389,1581.165761,,,,14
2013-06-06,1622.560059,1622.560059,1598.22998,1609.290039,3547380000,0.849029397,,,0.000123543,30,0.371294332,0.84880099,1.0176661,1594.393347,,,,-13
2013-06-07,1643.380005,1644.400024,1625.27002,1625.27002,3371990000,1.283154123,,,0.000123543,30,0.371294332,1.28287209,1.017791825,1614.652392,,,,-12
2013-06-10,1642.810059,1648.689941,1639.26001,1644.670044,2978730000,-0.034681345,,,0.000123543,30,0.371294332,-0.034800589,1.017917567,1613.893023,,,,-9
2013-06-11,1626.130005,1640.130005,1622.920044,1638.640015,3435710000,-1.015336717,,,0.000123543,30,0.371294332,-1.015334822,1.018043323,1597.309238,,,,-8
2013-06-12,1612.52002,1637.709961,1610.920044,1629.939941,3202550000,-0.836955552,,,0.000123543,30,0.371294332,-0.836975692,1.018169096,1583.744809,,,,-7
2013-06-13,1636.359985,1639.25,1608.069946,1612.150024,3378620000,1.478429138,,,0.000123543,30,0.371294332,1.478122982,1.018294884,1606.960824,,,,-6
2013-06-14,1626.72998,1640.800049,1623.959961,1635.52002,2939400000,-0.588501611,,,0.000123543,30,0.371294332,-0.588552443,1.018420687,1597.306497,,,,-5
2013-06-17,1639.040039,1646.5,1630.339966,1630.640015,3137080000,0.756736443,,,0.000123543,30,0.371294332,0.756519437,1.018546506,1609.195093,,,,-2
2013-06-18,1651.810059,1654.189941,1639.77002,1639.77002,3120980000,0.779115777,,,0.000123543,30,0.371294332,0.778896006,1.01867234,1621.532256,,,,-1
2013-06-19,1628.930054,1652.449951,1628.910034,1651.829956,3545060000,-1.385147449,,,0.000123543,30,0.371294332,-1.385099872,1.018798191,1598.874114,Statement,Positive,Hawkish,0
2013-06-20,1588.189941,1624.619995,1584.319946,1624.619995,4858850000,-2.501035094,,,0.000123543,30,0.371294332,-2.500849675,1.018924056,1558.693145,,,,1
2013-06-21,1592.430054,1599.189941,1577.699951,1588.619995,5797280000,0.266977658,,,0.000123543,30,0.371294332,0.266821151,1.019049937,1562.661451,,,,2
2013-06-24,1573.089966,1588.77002,1560.329956,1588.77002,4733660000,-1.214501563,,,0.000123543,30,0.371294332,-1.214475066,1.019175834,1543.492215,,,,5
2013-06-25,1588.030029,1593.790039,1577.089966,1577.52002,3761170000,0.949727212,,,0.000123543,30,0.371294332,0.949486366,1.019301746,1557.958706,,,,6
2013-06-26,1603.26001,1606.829956,1592.27002,1592.27002,3558340000,0.959048644,,,0.000123543,30,0.371294332,0.958806647,1.019427674,1572.70599,,,,7
2013-06-27,1613.199951,1620.069946,1606.439941,1606.439941,3364540000,0.619983119,,,0.000123543,30,0.371294332,0.619783005,1.019553617,1582.261025,,,,8
2013-06-28,1606.280029,1615.939941,1601.060059,1611.119995,4977190000,-0.428956241,,,0.000123543,30,0.371294332,-0.429026781,1.019679576,1575.279202,,,,9
2013-07-01,1614.959961,1626.609985,1609.780029,1609.780029,3104690000,0.540374747,,,9.00284e-05,31,0.27946511,0.540236082,1.019771376,1583.64904,,,,-9
2013-07-02,1614.079956,1624.26001,1606.77002,1614.290039,3317130000,-0.054490817,,,9.00284e-05,31,0.27946511,-0.054575932,1.019863185,1582.643614,,,,-8
2013-07-03,1615.410034,1618.969971,1604.569946,1611.47998,1966050000,0.082404724,,,9.00284e-05,31,0.27946511,0.082307285,1.019955001,1583.805199,,,,-7
2013-07-05,1631.890015,1632.069946,1614.709961,1618.650024,2634140000,1.020173214,,,9.00284e-05,31,0.27946511,1.019991358,1.020046826,1599.818727,,,,-5
2013-07-08,1640.459961,1644.680054,1634.199951,1634.199951,3514590000,0.52515465,,,9.00284e-05,31,0.27946511,0.525017355,1.020138659,1608.075477,,,,-2
2013-07-09,1652.319946,1654.180054,1642.890015,1642.890015,3155360000,0.722967072,,,9.00284e-05,31,0.27946511,0.72281197,1.020230501,1619.555527,,,,-1
2013-07-10,1652.619995,1657.920044,1647.660034,1651.560059,3011010000,0.018159245,,,9.00284e-05,31,0.27946511,0.01806759,1.02032235,1619.703807,Minute,Neutral,Hawkish,0
2013-07-11,1675.02002,1676.630005,1657.410034,1657.410034,3446340000,1.355424991,,,9.00284e-05,31,0.27946511,1.355212955,1.020414208,1641.509895,,,,1
2013-07-12,1680.189941,1680.189941,1672.329956,1675.26001,3039070000,0.308648363,,,9.00284e-05,31,0.27946511,0.308530558,1.020506075,1646.428163,,,,2
2013-07-15,1682.5,1684.51001,1677.890015,1679.589966,2623200000,0.137487943,,,9.00284e-05,31,0.27946511,0.137385546,1.020597949,1648.543387,,,,5
2013-07-16,1676.26001,1683.72998,1671.839966,1682.699951,3081710000,-0.370876091,,,9.00284e-05,31,0.27946511,-0.370932725,1.020689832,1642.281482,,,,6
2013-07-17,1680.910034,1684.75,1677.910034,1677.910034,3153440000,0.277404722,,,9.00284e-05,31,0.27946511,0.277289729,1.020781723,1646.689,,,,7
2013-07-18,1689.369995,1693.119995,1681.050049,1681.050049,3452370000,0.503296474,,,9.00284e-05,31,0.27946511,0.503161147,1.020873622,1654.827746,,,,8
2013-07-19,1692.089966,1692.089966,1684.079956,1686.150024,3302580000,0.161005032,,,9.00284e-05,31,0.27946511,0.160900518,1.02096553,1657.342894,,,,9
2013-07-22,1695.530029,1697.609985,1690.670044,1694.410034,2779130000,0.203302634,,,9.00284e-05,31,0.27946511,0.203194313,1.021057446,1660.562818,,,,-9
2013-07-23,1692.390015,1698.780029,1691.130005,1696.630005,3096180000,-0.185193691,,,9.00284e-05,31,0.27946511,-0.18526704,1.02114937,1657.338353,,,,-8
2013-07-24,1685.939941,1698.380005,1682.569946,1696.060059,3336120000,-0.381122152,,,9.00284e-05,31,0.27946511,-0.381177863,1.021241302,1650.873244,,,,-7
2013-07-25,1690.25,1690.939941,1680.069946,1685.209961,3322500000,0.25564722,,,9.00284e-05,31,0.27946511,0.255534186,1.021333243,1654.944664,,,,-6
2013-07-26,1691.650024,1691.849976,1676.030029,1687.310059,2762770000,0.082829428,,,9.00284e-05,31,0.27946511,0.082731952,1.021425192,1656.166343,,,,-5
2013-07-29,1685.329956,1690.920044,1681.859985,1690.319946,2840520000,-0.373603775,,,9.00284e-05,31,0.27946511,-0.373660164,1.021517149,1649.830312,,,,-2
2013-07-30,1685.959961,1693.189941,1682.420044,1687.920044,3320530000,0.037381694,,,9.00284e-05,31,0.27946511,0.037288308,1.021609114,1650.298472,,,,-1
2013-07-31,1685.72998,1698.430054,1684.939941,1687.76001,3847390000,-0.013640921,4.946207991,,9.00284e-05,31,0.27946511,-0.013729713,1.021701088,1649.924817,Statement,Positive,Hawkish,0
2013-08-01,1706.869995,1707.849976,1689.420044,1689.420044,3775170000,1.25405699,,,0.000128814,31,0.400094443,1.253766674,1.021832697,1670.400644,,,,1
2013-08-02,1709.670044,1709.670044,1700.680054,1706.099976,3136630000,0.164045817,,,0.000128814,31,0.400094443,0.163895891,1.021964323,1672.925371,,,,2
2013-08-05,1707.140015,1709.23999,1703.550049,1708.01001,2529300000,-0.147983484,,,0.000128814,31,0.400094443,-0.148093221,1.022095966,1670.234569,,,,5
2013-08-06,1697.369995,1705.790039,1693.290039,1705.790039,3141210000,-0.572303352,,,0.000128814,31,0.400094443,-0.572358438,1.022227626,1660.46187,,,,6
2013-08-07,1690.910034,1695.300049,1684.910034,1695.300049,3010230000,-0.380586493,,,0.000128814,31,0.400094443,-0.380666272,1.022359302,1653.929328,,,,7
2013-08-08,1697.47998,1700.180054,1688.380005,1693.349976,3271660000,0.388544994,,,0.000128814,31,0.400094443,0.388366154,1.022490996,1660.141739,,,,8
2013-08-09,1691.420044,1699.420044,1686.02002,1696.099976,2957670000,-0.356996053,,,0.000128814,31,0.400094443,-0.35707887,1.022622707,1654.002041,,,,9
2013-08-12,1689.469971,1691.48999,1683.349976,1688.369995,2789160000,-0.115292074,,,0.000128814,31,0.400094443,-0.115406021,1.022754434,1651.882323,,,,-9
2013-08-13,1694.160034,1696.810059,1682.619995,1690.650024,3035560000,0.277605613,,,0.000128814,31,0.400094443,0.277441062,1.022886179,1656.254693,,,,-8
2013-08-14,1685.390015,1695.52002,1684.829956,1693.880005,2871430000,-0.517661812,,,0.000128814,31,0.400094443,-0.517723936,1.02301794,1647.468679,,,,-7
2013-08-15,1661.319946,1679.609985,1658.589966,1679.609985,3426690000,-1.428160138,,,0.000128814,31,0.400094443,-1.428104992,1.023149719,1623.731029,,,,-6
2013-08-16,1655.829956,1663.599976,1652.609985,1661.219971,3211450000,-0.330459539,,,0.000128814,31,0.400094443,-0.330545774,1.023281515,1618.156815,,,,-5
2013-08-19,1646.060059,1659.180054,1645.839966,1655.25,2904530000,-0.59003024,,,0.000128814,31,0.400094443,-0.590083043,1.023413327,1608.402016,,,,-2
2013-08-20,1652.349976,1658.920044,1646.079956,1646.810059,2994090000,0.382119532,,,0.000128814,31,0.400094443,0.381941519,1.023545156,1614.340086,,,,-1
2013-08-21,1642.800049,1656.98999,1639.430054,1650.660034,2932180000,-0.577960293,,,0.000128814,31,0.400094443,-0.57801465,1.023677003,1604.803121,Minute,Neutral,Hawkish,0
2013-08-22,1656.959961,1659.550049,1645.030029,1645.030029,2537460000,0.861937648,,,0.000128814,31,0.400094443,0.861697837,1.023808866,1618.427048,,,,1
2013-08-23,1663.5,1664.849976,1654.810059,1659.920044,2582670000,0.394701092,,,0.000128814,31,0.400094443,0.394521459,1.023940747,1624.605726,,,,2
2013-08-26,1656.780029,1669.51001,1656.02002,1664.290039,2430670000,-0.403965777,,,0.000128814,31,0.400094443,-0.404042545,1.024072644,1617.834476,,,,5
