Lag_Days,Window_Size,Year,Median_Raw_Correlation,Median_Standardized_Correlation,Median_Detrended_Correlation
-126,63,2022,0.11769342071745414,0.11769342071746469,0.13641446997656748
-126,63,2023,-0.08450824934065201,-0.08450824934066331,-0.08980627398339677
-126,63,2024,0.005462223050476855,0.00546222305047698,0.010958192638854562
-126,126,2013,,,
-126,126,2014,-0.0292521526223658,-0.029252152622365836,-0.028140747413483342
-126,126,2015,-0.03208995990916625,-0.03208995990916644,-0.03922073878009981
-126,126,2016,-0.06893059596631423,-0.06893059596632273,-0.061404594395502665
-126,126,2017,0.02517355193394706,0.025173551933949465,0.03581725249731061
-126,126,2018,0.0973770131746639,0.09737701317467437,0.09549315464178242
-126,126,2019,0.09974970936381997,0.09974970936383047,0.11573892010496807
-126,126,2020,-0.039043264176462436,-0.03904326417646873,-0.058026193499299494
-126,126,2021,-0.009815851488326127,-0.009815851488326716,-0.008373106540090158
-126,126,2022,0.07232530067229534,0.0723253006722993,0.10098371020750692
-126,126,2023,-0.03345847464398562,-0.03345847464398903,-0.05953215008921692
-126,126,2024,0.03204138721868755,0.03204138721868936,0.022956678834158646
-126,252,2013,,,
-126,252,2014,,,
-126,252,2015,-0.028005729084618073,-0.028005729084618,-0.036737499315306225
-126,252,2016,-0.047995610789855425,-0.047995610789855196,-0.04828586890330872
-126,252,2017,-0.0037417396607379813,-0.003741739660737987,0.003173460858850731
-126,252,2018,0.08807912293425418,0.08807912293425274,0.08759718022386745
-126,252,2019,0.09103889504029641,0.09103889504029375,0.12352289118384831
-126,252,2020,-0.02123344327217658,-0.021233443272176456,-0.028182495653560072
-126,252,2021,-0.017983445420021234,-0.017983445420021303,-0.0019162447241441003
-126,252,2022,0.048523388642130814,0.04852338864213053,0.07565547704872361
-126,252,2023,0.11676288246441872,0.11676288246441763,0.11540159091976848
-126,252,2024,0.020609071622078153,0.02060907162207799,-0.0007568039660290209
-63,5,2013,0.28971655782058076,0.2897165578205808,
-63,5,2014,-0.07109002585417856,-0.07109002585417647,-0.027479553703437194
-63,5,2015,0.12498411463306335,0.12498411463304784,0.12960612089648804
-63,5,2016,0.15863729240864666,0.1586372924085263,0.14589924562182696
-63,5,2017,-0.009293520388365444,-0.009293520388359115,-0.004321414684793378
-63,5,2018,0.02567002106393506,0.02567002106392187,0.029843801875874317
-63,5,2019,0.07150956213665968,0.07150956213661575,0.05867663065742493
-63,5,2020,-0.12333463082151645,-0.12333463082146688,-0.10676844716356608
-63,5,2021,-0.0436348329234149,-0.0436348329233721,-0.019326915473433445
-63,5,2022,-0.005395029999827934,-0.00539502999982275,-0.017776812432131563
-63,5,2023,-0.03701413965749459,-0.03701413965734053,-0.01706961716308092
-63,5,2024,0.002554552756989453,0.0025545527569983597,0.00613403203473494
-63,21,2013,,,
-63,21,2014,-0.08330080467054515,-0.08330080467054549,-0.03960545297256208
-63,21,2015,0.10123420206543707,0.10123420206543812,0.115860948781489
-63,21,2016,0.16410494826558786,0.16410494826559024,0.18105456560209995
-63,21,2017,0.029670163829865634,0.029670163829866484,0.012643109172480965
-63,21,2018,-0.019003519254405455,-0.019003519254405455,-0.03482949066886008
-63,21,2019,-0.011065439937290984,-0.011065439937291012,-0.027376458993600437
-63,21,2020,-0.06548824324004207,-0.06548824324004245,-0.036320952972886275
-63,21,2021,-0.006350017010347025,-0.0063500170103462684,-0.012829976540536112
-63,21,2022,0.011977312678254706,0.011977312678257985,-0.01583620439614731
-63,21,2023,-0.022799171459878937,-0.022799171459876706,-0.023360162756876864
-63,21,2024,0.03599220035051848,0.035992200350522426,0.03714041664442831
-63,63,2013,,,
-63,63,2014,-0.01508545093739193,-0.015085450937391894,-0.018518061693921357
-63,63,2015,0.13340237835246535,0.13340237835247395,0.13899198956935316
-63,63,2016,0.10327557248041991,0.10327557248042807,0.13048111819401773
-63,63,2017,0.03497505448705142,0.03497505448705421,0.05731141323073364
-63,63,2018,-0.06792656975818043,-0.0679265697581862,-0.07613782069352586
-63,63,2019,-0.01496879212669842,-0.014968792126699191,-0.0399066283258359
-63,63,2020,0.018020746029239955,0.018020746029241867,0.013102116138373143
-63,63,2021,-0.06016365807466219,-0.060163658074663236,-0.05792911442419953
-63,63,2022,-0.015484542463585601,-0.01548454246358746,-0.01616754849027775
-63,63,2023,-0.08873027801904204,-0.08873027801905067,-0.10055842843498324
-63,63,2024,0.07719497212807001,0.07719497212807463,0.06921460450543526
-63,126,2013,,,
-63,126,2014,-0.021362503863712953,-0.02136250386371301,-0.00842422875193845
-63,126,2015,0.0856412616589497,0.0856412616589505,0.0675152315609154
-63,126,2016,0.10622222350415852,0.10622222350417154,0.1341214570998311
-63,126,2017,-0.007181923866669657,-0.007181923866670012,-0.004322290286623927
-63,126,2018,-0.052302825800131965,-0.05230282580013694,-0.04802076106568912
-63,126,2019,-0.010518725238006638,-0.01051872523800761,-0.041659931123667754
-63,126,2020,-0.015753538255512182,-0.015753538255512792,-0.0508876860609876
-63,126,2021,-0.04956394669003368,-0.049563946690036984,-0.053360103233716025
-63,126,2022,-0.00213162425282891,-0.0021316242528290714,-0.00033103566366273005
-63,126,2023,-0.08449233349845509,-0.08449233349846325,-0.08387236655268566
-63,126,2024,0.0323233897095351,0.03232338970953668,0.021190784390836933
-63,252,2013,,,
-63,252,2014,,,
-63,252,2015,0.029199678086479212,0.029199678086479084,0.016413718738657195
-63,252,2016,0.11473851358035497,0.11473851358035272,0.1300539499858348
-63,252,2017,0.037793043326318054,0.03779304332631721,0.050451768803402484
-63,252,2018,-0.054726233902150874,-0.0547262339021496,-0.049370120609633014
-63,252,2019,-0.019424385639087174,-0.019424385639086696,-0.037598017964229034
-63,252,2020,-0.041002561550174885,-0.04100256155017467,-0.05223177098027543
-63,252,2021,-0.018008282662720462,-0.01800828266272033,-0.016294406733137885
-63,252,2022,-0.014112521460101387,-0.01411252146010124,-0.0036247516134703265
-63,252,2023,-0.04030731168743221,-0.04030731168743154,-0.056609040738068564
-63,252,2024,-0.07229818837669057,-0.07229818837669016,-0.050046176965983714
-21,5,2013,-0.09870475008878885,-0.09870475008878891,-0.0005495093263814945
-21,5,2014,0.03040892492943051,0.030408924929428857,0.023545170336597816
-21,5,2015,-0.08725301487818385,-0.08725301487817919,-0.08758986977645344
-21,5,2016,0.04438037266727024,0.04438037266723454,0.04086966114055239
-21,5,2017,0.05939199427154021,0.05939199427150545,0.031801968792601824
-21,5,2018,0.06363479602479874,0.06363479602464407,0.06696922601350144
-21,5,2019,0.13381873020919582,0.13381873020903373,0.12600132137467462
-21,5,2020,-0.19917786300417828,-0.19917786300409135,-0.17240545579304223
-21,5,2021,0.07915207984824794,0.07915207984814095,0.11514384002473399
-21,5,2022,-0.1607069985561835,-0.16070699855613835,-0.16666324785543404
-21,5,2023,-0.08840049574009315,-0.08840049574004816,-0.09266188800526332
-21,5,2024,0.020335688588797727,0.020335688588785653,0.03161607881134325
-21,21,2013,-0.06972321580714522,-0.06972321580714523,-0.033998552801962484
-21,21,2014,0.014063724796169672,0.014063724796169793,0.007489679876626139
-21,21,2015,-0.05048662065611434,-0.05048662065611532,-0.05935065086060015
-21,21,2016,0.03004606028041376,0.030046060280414455,0.013955186821040055
-21,21,2017,-0.006439670673877326,-0.006439670673874981,-0.031398626274446936
-21,21,2018,0.06238629617179777,0.06238629617179909,0.060634533632447585
-21,21,2019,0.04711433609100732,0.04711433609100937,0.05983102415043482
-21,21,2020,-0.08690636191518362,-0.08690636191518585,-0.09975878174315111
-21,21,2021,0.03950471468291446,0.03950471468291813,0.07568564254516072
-21,21,2022,-0.12381196568878239,-0.12381196568878955,-0.11997897221857316
-21,21,2023,-0.07086871679406671,-0.07086871679406967,-0.06359313272854578
-21,21,2024,-0.017704033033374252,-0.017704033033373527,-0.03039285403893327
-21,63,2013,,,
-21,63,2014,0.008754271539219361,0.008754271539219345,-0.003469570094641687
-21,63,2015,-0.012148692352744876,-0.012148692352746057,-0.026178836015345507
-21,63,2016,0.015069257977758474,0.015069257977759234,0.023849503658298535
-21,63,2017,0.0064912140437531855,0.006491214043753213,-0.00798850592688538
-21,63,2018,0.08437713133768593,0.08437713133769288,0.08162149006283985
-21,63,2019,-0.01014216574808066,-0.010142165748081716,-0.01177287594674155
-21,63,2020,-0.06709034948491334,-0.06709034948491538,-0.07358721341774052
-21,63,2021,-0.02111479871932464,-0.021114798719327192,0.002331510854147006
-21,63,2022,-0.036722071663817475,-0.03672207166382175,-0.07429186758343682
-21,63,2023,-0.06610800385543887,-0.06610800385544807,-0.06211647018790206
-21,63,2024,-0.03174832896129871,-0.031748328961301614,-0.05974036689565723
-21,126,2013,,,
-21,126,2014,0.021754666530473248,0.021754666530473317,-0.0171012553388055
-21,126,2015,-0.036174862682287076,-0.03617486268228757,-0.043919296273964285
-21,126,2016,-0.011998380950172248,-0.01199838095017406,-0.004305955984198702
-21,126,2017,0.026645307055249253,0.0266453070552513,0.006515666576545372
-21,126,2018,0.040667851362752416,0.04066785136275779,0.03494299206091467
-21,126,2019,0.043811422834474256,0.043811422834479294,0.04977669318810551
-21,126,2020,-0.05935408697106423,-0.05935408697107421,-0.06228951039472228
-21,126,2021,-0.030095127992216034,-0.03009512799221757,-0.015894886105072118
-21,126,2022,-0.013575431864676095,-0.013575431864677053,-0.017623598371307884
-21,126,2023,-0.04927625536395369,-0.04927625536395848,-0.061843364096226754
-21,126,2024,-0.07210557614593585,-0.07210557614594111,-0.08043100536357492
-21,252,2013,,,
-21,252,2014,0.03851787942838465,0.03851787942838465,0.04388636548754018
-21,252,2015,-0.024772138234846114,-0.024772138234846017,-0.04018924298991936
-21,252,2016,-0.011245358649081938,-0.011245358649081647,-0.013073023988498658
-21,252,2017,0.04434594010514863,0.04434594010514759,0.026601757353067638
-21,252,2018,0.03014726501128234,0.030147265011281604,0.028515025250374654
-21,252,2019,0.03837637099085266,0.03837637099085154,0.0395237738549621
-21,252,2020,-0.039235885260473426,-0.03923588526047321,-0.05127547359054154
-21,252,2021,-0.05405553674320522,-0.05405553674320493,-0.06306390875760251
-21,252,2022,-0.0005761071495867,-0.0005761071495866681,0.0007839373136567325
-21,252,2023,-0.03825956318453004,-0.03825956318452957,-0.061922991251732444
-21,252,2024,-0.0715922431393107,-0.07159224313931069,-0.06625441900982992
-10,5,2013,0.11485681661124783,0.11485681661124433,0.2503404036843777
-10,5,2014,-0.03363799948624143,-0.033637999486240217,-0.030684256768803563
-10,5,2015,0.121829886450382,0.12182988645033607,0.11655066270078387
-10,5,2016,-0.05244560408852867,-0.0524456040884957,-0.04900725200073486
-10,5,2017,-0.06748052314658932,-0.06748052314656389,-0.05285658081834642
-10,5,2018,0.02074189046087985,0.020741890460878293,0.03594639575137262
-10,5,2019,-0.3040350249130437,-0.30403502491280276,-0.31264549778182577
-10,5,2020,-0.05812115715520263,-0.05812115715514636,-0.0901141226664403
-10,5,2021,-0.012687428824132865,-0.012687428824125503,-0.0013829198322350027
-10,5,2022,0.045416264200564854,0.045416264200499,0.0482580263609682
-10,5,2023,0.09772986986626636,0.09772986986623783,0.11061922635378593
-10,5,2024,-0.11873642594120633,-0.11873642594115139,-0.14658681523851597
-10,21,2013,0.13795020834458377,0.1379502083445838,0.17010708896939158
-10,21,2014,-0.04641614357435486,-0.04641614357435506,-0.06201132558934451
-10,21,2015,0.07945842511194144,0.07945842511194168,0.06857202151126651
-10,21,2016,0.027380776459252024,0.027380776459252465,0.020179188682907176
-10,21,2017,0.012330745530881818,0.012330745530882446,0.04299656772561609
-10,21,2018,-0.015109649488240555,-0.015109649488239533,-0.02073360588811529
-10,21,2019,-0.2191155760207041,-0.2191155760207048,-0.244866868955882
-10,21,2020,-0.0504439123448915,-0.05044391234489158,-0.04532696597801094
-10,21,2021,0.015542228999526408,0.015542228999526658,0.02226229565315412
-10,21,2022,0.00506739756326573,0.005067397563265721,-0.018748877659692357
-10,21,2023,0.07181687169527518,0.07181687169527871,0.04581677563080115
-10,21,2024,-0.08858984777392291,-0.08858984777392663,-0.08293689593072823
-10,63,2013,0.14370167240904824,0.14370167240904824,
-10,63,2014,-0.09938951725100664,-0.09938951725100667,-0.10357910855760591
-10,63,2015,0.04914712628860355,0.04914712628860751,0.05271122619300474
-10,63,2016,0.02063223481667438,0.020632234816676066,0.011955644694542761
-10,63,2017,-0.05324562947893714,-0.05324562947894003,-0.010870458173051793
-10,63,2018,-0.023578086152090234,-0.023578086152092306,-0.03500680647252151
-10,63,2019,-0.1064016547646445,-0.10640165476464977,-0.12573260397483513
-10,63,2020,-0.05137693001222274,-0.0513769300122234,-0.06453196254487913
-10,63,2021,0.05540126305642993,0.05540126305643254,0.0528354332494466
-10,63,2022,-0.024090818818711324,-0.024090818818714138,-0.014062116191601519
-10,63,2023,0.043953658410147006,0.0439536584101517,0.02714781023234485
-10,63,2024,-0.14049931226330903,-0.14049931226331436,-0.1462607177429156
-10,126,2013,,,
-10,126,2014,-0.09180435221122496,-0.09180435221122502,-0.09440525023949178
-10,126,2015,-0.03793681869714119,-0.037936818697141786,-0.05055147172636897
-10,126,2016,0.05177044919924611,0.05177044919925282,0.03431059021397145
-10,126,2017,-0.025590069048535374,-0.02559006904853783,-0.04707650741448318
-10,126,2018,-0.018224724460301305,-0.018224724460302922,-0.021910225177928743
-10,126,2019,-0.087194035334109,-0.08719403533411885,-0.10481474998436982
-10,126,2020,-0.0634421265176939,-0.06344212651769629,-0.07716797507061995
-10,126,2021,0.05054533804006421,0.050545338040067236,0.038705479554074176
-10,126,2022,0.01527038991741847,0.015270389917419656,0.013338722167949535
-10,126,2023,-0.014466738595210327,-0.014466738595211187,-0.02861583095277208
-10,126,2024,-0.13953924663519562,-0.13953924663520467,-0.13382542145993215
-10,252,2013,,,
-10,252,2014,-0.04676123865775897,-0.046761238657758955,-0.05614203432758715
-10,252,2015,-0.06503146499139825,-0.06503146499139806,-0.07135689440731295
-10,252,2016,0.0751050879607868,0.07510508796078474,0.07175152782338334
-10,252,2017,0.02017077308902069,0.02017077308902042,0.011654796441341656
-10,252,2018,-0.02252010204578777,-0.022520102045787443,-0.023686271466181383
-10,252,2019,-0.07392095315480718,-0.07392095315480522,-0.08857981343900181
-10,252,2020,-0.058721773374996594,-0.05872177337499587,-0.07476718541287047
-10,252,2021,0.023937804874235753,0.02393780487423568,0.021030377659783654
-10,252,2022,0.006802098698841495,0.006802098698841485,0.01277639806569031
-10,252,2023,0.00030861486624300465,0.00030861486624297353,-0.02483562570178851
-10,252,2024,-0.09637882124759736,-0.09637882124759724,-0.08049362384525124
-5,5,2013,-0.1549770847400015,-0.15497708474000121,-0.07330478118620161
-5,5,2014,-0.0173244744518134,-0.017324474451814464,-0.007594393470238214
-5,5,2015,-0.04365198497425952,-0.043651984974256125,-0.04213625154721967
-5,5,2016,-0.011790803151463542,-0.011790803151438873,-0.01257677721608057
-5,5,2017,0.061542703408015376,0.061542703408000624,0.012243309744283004
-5,5,2018,-0.16216172917868532,-0.1621617291786442,-0.1757282182656857
-5,5,2019,-0.16031041767836646,-0.16031041767830723,-0.1879901214154093
-5,5,2020,-0.02679223451228214,-0.026792234512264725,0.01568352822937271
-5,5,2021,0.0459869474229636,0.04598694742294173,0.04977595961530297
-5,5,2022,0.030517076672330803,0.030517076672301195,0.023779675992162085
-5,5,2023,-0.05106691966410069,-0.051066919664072466,-0.03481509538855619
-5,5,2024,-0.08301228387052045,-0.08301228387044161,-0.07409166097540809
-5,21,2013,0.010052305164746037,0.010052305164746103,0.023258157147831356
-5,21,2014,0.0006897730193853553,0.0006897730193854255,0.015517577985828847
-5,21,2015,0.01713600946243901,0.01713600946243954,0.0319526962346908
-5,21,2016,-0.014554513167651668,-0.014554513167651918,-0.02355215708785496
-5,21,2017,-0.06027763225167524,-0.06027763225167551,-0.033092629499550885
-5,21,2018,-0.08292477253599898,-0.08292477253599824,-0.06326236680298335
-5,21,2019,-0.057800013666719274,-0.057800013666719885,-0.06180216549797993
-5,21,2020,-0.04491880097195945,-0.04491880097195992,-0.05486867966071449
-5,21,2021,-0.07707045777558655,-0.07707045777559293,-0.07595651913676549
-5,21,2022,0.0032779619190329056,0.0032779619190328427,0.027643991485990282
-5,21,2023,0.09720385540996523,0.09720385540997185,0.11108465606463881
-5,21,2024,-0.09960205027086405,-0.09960205027086831,-0.10561845753790905
-5,63,2013,-0.10173087647438919,-0.10173087647438919,
-5,63,2014,0.024965741030156238,0.024965741030156523,0.029915305506523673
-5,63,2015,0.04878535604171318,0.04878535604171476,0.05997745535412861
-5,63,2016,0.04788931963739132,0.047889319637397204,0.05791238396801016
-5,63,2017,-0.02921760028679953,-0.029217600286800316,0.013593471206011391
-5,63,2018,-0.06659677534918347,-0.06659677534918698,-0.07006567574629748
-5,63,2019,-0.055919454067266144,-0.05591945406726995,-0.06762895045936973
-5,63,2020,-0.043715117192017566,-0.04371511719202132,-0.044327323904909045
-5,63,2021,-0.02997239969197477,-0.029972399691976567,-0.03998536668498497
-5,63,2022,0.004200441580953324,0.0042004415809535475,0.019538835994253767
-5,63,2023,0.03594367969260649,0.03594367969260917,0.047739562980125286
-5,63,2024,-0.12304188530805044,-0.12304188530805746,-0.09891596375342956
-5,126,2013,,,
-5,126,2014,-0.0752137752441257,-0.075213775244126,-0.08309274104887082
-5,126,2015,0.057049774176011744,0.057049774176016144,0.06724870650809578
-5,126,2016,0.0704532751529951,0.0704532751530034,0.048986697322347825
-5,126,2017,-0.0005915015320925923,-0.0005915015320923756,0.007107677860825811
-5,126,2018,-0.038308208202127304,-0.03830820820213044,-0.03171635320876436
-5,126,2019,-0.06907924862944914,-0.06907924862945793,-0.0871271622461481
-5,126,2020,-0.06397702085218908,-0.06397702085219215,-0.06767960506812119
-5,126,2021,0.003205815455361627,0.0032058154553619893,-0.018149651656317503
-5,126,2022,0.010144081313329622,0.010144081313330569,0.0037223891026371826
-5,126,2023,0.039157960020815036,0.03915796002081773,0.012542585631485071
-5,126,2024,-0.11915130656547343,-0.11915130656547816,-0.09290228600496199
-5,252,2013,,,
-5,252,2014,0.016955732910636057,0.016955732910636078,0.015185723551103723
-5,252,2015,0.035011368423557565,0.035011368423557565,0.02883928761012606
-5,252,2016,0.07090447375870726,0.07090447375870526,0.06179334607237878
-5,252,2017,-0.018801904876416444,-0.018801904876416076,-0.01685448981156144
-5,252,2018,-0.03820110695210666,-0.03820110695210574,-0.030577973282752764
-5,252,2019,-0.05593307937094007,-0.055933079370938416,-0.07219555064188846
-5,252,2020,-0.06822107074059576,-0.0682210707405953,-0.06980328258311881
-5,252,2021,0.0007821282372721154,0.0007821282372721801,-0.017787630034755635
-5,252,2022,-0.0034827584161494264,-0.003482758416149375,-0.008270843194814515
-5,252,2023,-0.00755498574066245,-0.0075549857406623875,-0.026270201294523177
-5,252,2024,-0.023641430093542082,-0.023641430093542012,0.00258864995182705
0,5,2013,0.008861380557893268,0.008861380557893279,0.14286301481574062
0,5,2014,-0.13465921182797616,-0.13465921182796636,-0.11158479757722171
0,5,2015,-0.09432896895194337,-0.09432896895189935,-0.10356049071503018
0,5,2016,-0.03381562566313993,-0.033815625663126514,-0.03095822561786467
0,5,2017,0.004290999645739534,0.0042909996457109086,-0.004420529402608458
0,5,2018,-0.04113297651388511,-0.04113297651385961,-0.021061371162249386
0,5,2019,0.001355113867752592,0.001355113867754706,0.010396997126773683
0,5,2020,0.11517921216438934,0.11517921216430076,0.10495283020896631
0,5,2021,-0.008622257403722057,-0.008622257403721538,-0.013224175478174916
0,5,2022,0.12070017425920732,0.12070017425906261,0.10755383450082898
0,5,2023,0.025341135398898953,0.02534113539888832,0.038229775769694704
0,5,2024,0.1456855086972076,0.14568550869715102,0.1196100107122061
0,21,2013,-0.01406009716336445,-0.0140600971633644,-0.08247117175737492
0,21,2014,-0.05525678853559189,-0.05525678853559203,-0.05897510809297361
0,21,2015,-0.0768464965397875,-0.07684649653978937,-0.08411829129070406
0,21,2016,-0.03627252837183928,-0.036272528371840654,-0.02972609459120218
0,21,2017,0.03968246816946031,0.03968246816946015,0.032748539275332986
0,21,2018,-0.05724519537899151,-0.057245195378992225,-0.056102505061759206
0,21,2019,0.07889440898734941,0.07889440898735044,0.08277281397158207
0,21,2020,0.09587709121153973,0.09587709121153987,0.10770239444766251
0,21,2021,0.017258509700616632,0.01725850970061658,0.01623567020801546
0,21,2022,0.09685727525915384,0.09685727525915704,0.08754604819545038
0,21,2023,0.05352837544855168,0.05352837544855452,0.04274618285541952
0,21,2024,0.17684210882676332,0.17684210882676485,0.18695468126753945
0,63,2013,-0.005704846532623148,-0.005704846532623144,
0,63,2014,0.00787397019812919,0.007873970198129144,-0.01831723883688148
0,63,2015,-0.09917666651236474,-0.09917666651237639,-0.08451263550803274
0,63,2016,-0.02744247879057702,-0.027442478790580253,-0.013404399222241476
0,63,2017,0.10203600227596492,0.10203600227597051,0.12133493238820264
0,63,2018,-0.10308655394678116,-0.10308655394678795,-0.09710229678490913
0,63,2019,0.07734675640286996,0.07734675640287614,0.09316683071437198
0,63,2020,0.06834349173149162,0.06834349173149305,0.0792734353766715
0,63,2021,0.004661609386807656,0.0046616093868074,-0.03417107466892637
0,63,2022,0.023378534419131534,0.023378534419133404,0.031215412209177697
0,63,2023,0.06590735935174677,0.06590735935175349,0.0549793115454079
0,63,2024,0.15364661855858527,0.15364661855859651,0.14752124120067397
0,126,2013,,,
