Date,SP500%ChgD,SrcWgtAvgTone,SrcWgtGoldScore,AvgTone_30D_Corr,AvgTone_60D_Corr,AvgTone_90D_Corr,Goldstein_30D_Corr,Goldstein_60D_Corr,Goldstein_90D_Corr,-1AvgTone_30D_Corr,-1AvgTone_60D_Corr,-1AvgTone_90D_Corr,-1Goldstein_30D_Corr,-1Goldstein_60D_Corr,-1Goldstein_90D_Corr,+1AvgTone_30D_Corr,+1AvgTone_60D_Corr,+1AvgTone_90D_Corr,+1Goldstein_30D_Corr,+1Goldstein_60D_Corr,+1Goldstein_90D_Corr,-3AvgTone_30D_Corr,-3AvgTone_60D_Corr,-3AvgTone_90D_Corr,-3Goldstein_30D_Corr,-3Goldstein_60D_Corr,-3Goldstein_90D_Corr,+3AvgTone_30D_Corr,+3AvgTone_60D_Corr,+3AvgTone_90D_Corr,+3Goldstein_30D_Corr,+3Goldstein_60D_Corr,+3Goldstein_90D_Corr,-7AvgTone_30D_Corr,-7AvgTone_60D_Corr,-7AvgTone_90D_Corr,-7Goldstein_30D_Corr,-7Goldstein_60D_Corr,-7Goldstein_90D_Corr,+71AvgTone_30D_Corr,+71AvgTone_60D_Corr,+71AvgTone_90D_Corr,+71Goldstein_30D_Corr,+71Goldstein_60D_Corr,+71Goldstein_90D_Corr
4/2/2015,-0.415604621,-0.91,-1.56,-0.02,-0.11,-0.08,-0.04,0.03,0.03,0.093619264,-0.048245609,-0.024662054,0.028553704,0.029565585,0.02689781,-0.040746245,0.017677563,0.020729072,-0.040746245,-0.082316194,-0.023634348,-0.125114463,-0.05673379,-0.05686389,-0.170122422,0.014699959,0.020523974,0.176717846,0.137273318,0.096791165,0.176717846,0.02800813,0.058946747,-0.200554661,-0.045832479,-0.008375126,-0.200554661,-0.171767913,-0.135405923,-0.200554661,-0.045832479,-0.008375126,-0.364385477,-0.171767913,-0.135405923
5/2/2015,1.029140669,-1.27,1.83,-0.05,-0.11,-0.08,0.05,0.06,0.05,0.085514772,-0.044112074,-0.019005905,-0.073291849,-0.021194305,-0.0155573,-0.0440542,0.019186034,0.031691201,-0.0440542,-0.090328916,-0.027342009,0.022688617,-0.041940214,-0.048925242,0.12862341,0.051184575,0.032080748,0.175984013,0.132029484,0.088937183,0.175984013,0.059420991,0.081131755,-0.153982181,-0.045342434,-0.008529927,-0.153982181,-0.172474039,-0.144347049,-0.153982181,-0.045342434,-0.008529927,-0.294316302,-0.172474039,-0.144347049
6/2/2015,-0.341817231,0.24,0.96,-0.13,-0.10,-0.09,0.01,0.09,0.05,0.065059,-0.046847605,-0.01717672,-0.107976918,-0.027807793,-0.021873649,-0.065717277,0.047627931,0.048721915,-0.065717277,-0.094869576,-0.024953748,0.109892221,-0.01794828,-0.048539587,0.325984309,0.074941767,0.03650135,0.226054278,0.1654055,0.137859044,0.226054278,0.050659802,0.081631417,-0.135342101,-0.044606063,-0.009391684,-0.135342101,-0.15646888,-0.138116102,-0.135342101,-0.044606063,-0.009391684,-0.292838461,-0.15646888,-0.138116102
9/2/2015,-0.424719436,-3.50,-1.60,-0.05,-0.07,-0.06,0.10,0.10,0.06,0.081479899,-0.059122043,-0.03906825,-0.103724677,-0.030034647,-0.022302464,-0.040091261,0.08308741,0.064185884,-0.040091261,-0.067685282,-0.00823381,0.120998699,-0.019392574,-0.047980003,0.337292044,0.093174676,0.057159986,0.237270015,0.180013785,0.155989959,0.237270015,0.067962155,0.095948032,-0.104213992,-0.021587168,0.010773165,-0.104213992,-0.145752576,-0.128520063,-0.104213992,-0.021587168,0.010773165,-0.320695806,-0.145752576,-0.128520063
10/2/2015,1.067556102,-0.94,1.13,0.07,-0.02,-0.06,0.24,0.12,0.07,0.015663022,-0.071373292,-0.087853425,-0.135061277,-0.070436338,-0.065114845,0.012099565,0.082903247,0.059258134,0.012099565,-0.071548648,-0.018231806,0.171092503,-0.035466711,-0.051877904,0.417862686,0.122091495,0.074853612,0.169025046,0.180765736,0.153503358,0.169025046,0.077011887,0.093096866,-0.18054166,-0.075119967,-0.021795594,-0.18054166,-0.150536207,-0.134076378,-0.18054166,-0.075119967,-0.021795594,-0.305947251,-0.150536207,-0.134076378
11/2/2015,-0.002903359,-0.91,0.67,0.05,-0.03,-0.06,0.21,0.11,0.07,-0.039797159,-0.084547638,-0.087036373,-0.184150403,-0.071947053,-0.063795868,0.076208802,0.108743756,0.062516275,0.076208802,-0.04233492,-0.020437576,0.114983881,-0.046392988,-0.049931121,0.396152138,0.109910079,0.074700927,0.14094327,0.187619469,0.152041877,0.14094327,0.09114812,0.093802515,-0.130046337,-0.076530956,-0.02073479,-0.130046337,-0.137708532,-0.132897945,-0.130046337,-0.076530956,-0.02073479,-0.223026363,-0.137708532,-0.132897945
12/2/2015,0.964450643,-0.97,1.05,0.06,-0.02,-0.05,0.23,0.13,0.07,-0.04856184,-0.062510242,-0.082985804,-0.202308784,-0.041620342,-0.065347881,0.069818877,0.107597557,0.061872026,0.069818877,-0.044062721,-0.019797554,-0.004364106,-0.04957464,-0.091968924,0.240039983,0.071797033,0.032161304,0.145483378,0.185372713,0.152990303,0.145483378,0.08734302,0.089471274,-0.033254493,-0.020884836,-0.021345758,-0.033254493,-0.109588022,-0.143042192,-0.033254493,-0.020884836,-0.021345758,-0.124965706,-0.109588022,-0.143042192
13/2/2015,0.407473849,-1.33,1.62,0.07,0.01,-0.06,0.24,0.17,0.08,-0.048600683,-0.059449218,-0.082314193,-0.196319462,-0.036832751,-0.063634934,0.093095846,0.179045892,0.056743258,0.093095846,0.046787535,-0.007153344,-0.025694762,-0.027025874,-0.090885378,0.232784415,0.076985321,0.03509801,0.101275746,0.256415934,0.146422945,0.101275746,0.183995742,0.104848379,-0.035245703,-0.019125084,-0.020374944,-0.035245703,-0.146523353,-0.152134266,-0.035245703,-0.019125084,-0.020374944,-0.135866942,-0.146523353,-0.152134266
17/2/2015,0.159757446,-2.02,-2.06,0.11,0.03,-0.06,0.25,0.18,0.07,-0.027466498,-0.02138448,-0.082770678,-0.189037732,0.005521699,-0.064830889,0.104915457,0.187995609,0.050559962,0.104915457,0.038565209,-0.023753744,-0.047299606,-0.016054137,-0.090407223,0.209065129,0.097931243,0.034834601,0.147556724,0.250257639,0.149913082,0.147556724,0.168639382,0.100236331,-0.051795048,-0.025765313,-0.020636324,-0.051795048,-0.144120202,-0.149104054,-0.051795048,-0.025765313,-0.020636324,-0.125357158,-0.144120202,-0.149104054
18/2/2015,-0.031430922,-2.15,0.72,0.11,0.08,-0.06,0.22,0.12,0.07,0.038362126,-0.05637985,-0.092577261,-0.091876946,-0.015372945,-0.057377914,0.100231304,0.16874853,0.047691102,0.100231304,0.073608448,-0.024038257,-0.062561064,-0.023129109,-0.08781461,0.18689387,0.094435409,0.030845399,0.10596083,0.200617077,0.127693025,0.10596083,0.23655561,0.099276049,-0.142761302,-0.081601516,-0.037484324,-0.142761302,-0.242451387,-0.149056043,-0.142761302,-0.081601516,-0.037484324,-0.17168576,-0.242451387,-0.149056043
19/2/2015,-0.106205733,-1.47,0.84,-0.01,-0.03,-0.06,0.18,0.04,0.07,0.061659843,-0.00098818,-0.088147557,-0.064439908,-0.106922875,-0.055693262,0.250887319,0.096175727,0.055851187,0.250887319,0.00852051,-0.031836845,-0.099298895,-0.133239746,-0.088838645,0.157377268,-0.015062792,0.036911453,0.163394419,0.241040804,0.125245476,0.163394419,0.271374879,0.100867071,-0.070056291,-0.145243392,-0.029274887,-0.070056291,-0.255462599,-0.13592439,-0.070056291,-0.145243392,-0.029274887,-0.079990447,-0.255462599,-0.13592439
20/2/2015,0.612653363,-1.61,0.69,-0.02,-0.05,-0.06,0.19,0.02,0.07,0.070845687,-0.025033331,-0.089970297,-0.051819811,-0.120284016,-0.057097329,0.321544977,0.055115845,0.057379826,0.321544977,-0.131081405,-0.02809058,-0.114383066,-0.154684987,-0.103169012,0.088183101,-0.059082515,0.008071603,0.13497943,0.264743712,0.123837779,0.13497943,0.342568848,0.101480717,-0.065340163,-0.157992102,-0.02958168,-0.065340163,-0.24872032,-0.138120978,-0.065340163,-0.157992102,-0.02958168,-0.058684969,-0.24872032,-0.138120978
23/2/2015,-0.03033392,-1.10,0.94,-0.01,-0.05,-0.06,0.18,0.01,0.06,0.087790015,-0.031932864,-0.08971417,-0.050930734,-0.147729789,-0.068023543,0.32722739,0.053649801,0.057804523,0.32722739,-0.144169466,-0.027137707,-0.101664282,-0.144656475,-0.101598778,0.093725236,-0.073724604,0.003659371,0.116182371,0.25498138,0.125141326,0.116182371,0.288967462,0.096833392,-0.06154887,-0.163383972,-0.027856708,-0.06154887,-0.258492973,-0.138383359,-0.06154887,-0.163383972,-0.027856708,-0.052414715,-0.258492973,-0.138383359
24/2/2015,0.275877089,-1.66,0.70,0.02,-0.06,-0.06,0.29,0.01,0.06,0.120842454,-0.032112655,-0.08906864,-0.038645123,-0.154123143,-0.069643681,0.339025561,0.048514236,0.064850384,0.339025561,-0.152720069,-0.027069503,-0.298930152,-0.15828271,-0.099928275,0.050975229,-0.078583125,0.000253154,0.153842048,0.235816425,0.124474086,0.153842048,0.265170594,0.096753086,-0.05012636,-0.162389348,-0.025769556,-0.05012636,-0.256063371,-0.139545781,-0.05012636,-0.162389348,-0.025769556,-0.0271372,-0.256063371,-0.139545781
25/2/2015,-0.076572365,-1.87,0.47,0.09,-0.05,-0.06,0.28,0.01,0.06,0.108157334,-0.029992031,-0.089861167,-0.087478445,-0.154761877,-0.069726903,0.245131897,0.04200775,0.059746537,0.245131897,-0.152221178,-0.031725292,-0.341498891,-0.156910785,-0.098393493,0.035053003,-0.080246001,0.003575862,0.153557124,0.218185059,0.114333525,0.153557124,0.265556167,0.092697947,-0.027756432,-0.164663243,-0.026548903,-0.027756432,-0.26340091,-0.139617798,-0.027756432,-0.164663243,-0.026548903,-0.037905471,-0.26340091,-0.139617798
26/2/2015,-0.147602823,-1.60,0.61,0.10,-0.05,-0.06,0.28,0.00,0.06,0.109786148,-0.033807427,-0.087996425,-0.085858852,-0.154967721,-0.073066473,0.215283887,0.043541777,0.061497543,0.215283887,-0.152555383,-0.029436697,-0.343972007,-0.162177161,-0.097958286,0.026951955,-0.098097599,0.000314012,0.175701749,0.215350455,0.112736715,0.175701749,0.260760338,0.086221201,-0.023668269,-0.166566765,-0.028753065,-0.023668269,-0.238340374,-0.122791561,-0.023668269,-0.166566765,-0.028753065,-0.003285482,-0.238340374,-0.122791561
27/2/2015,-0.295630455,-1.63,0.67,0.18,-0.05,-0.06,0.33,0.00,0.06,0.027588228,-0.032382905,-0.083436202,-0.105885945,-0.158332807,-0.068788178,0.215042644,0.042778438,0.066522989,0.215042644,-0.15165951,-0.027198885,-0.408205629,-0.160394364,-0.098091499,-0.081417206,-0.102295544,0.000146381,0.137439679,0.212528729,0.113822134,0.137439679,0.263477114,0.088880742,-0.018115608,-0.156010269,-0.021067044,-0.018115608,-0.24713147,-0.120292837,-0.018115608,-0.156010269,-0.021067044,-0.072388794,-0.24713147,-0.120292837
2/3/2015,0.612491926,-1.31,0.80,0.28,-0.03,-0.07,0.34,0.04,0.06,0.09391287,-0.032820834,-0.098578437,-0.070915022,-0.15816738,-0.076014782,0.294783449,0.040226957,0.0662582,0.294783449,-0.170087997,-0.027260991,-0.311097347,-0.158415693,-0.102407681,-0.116798148,-0.101701257,0.008938746,0.166284281,0.221098869,0.113525164,0.166284281,0.284075137,0.088998887,0.221289705,-0.13930942,-0.036588073,0.221289705,-0.227140948,-0.108520855,0.221289705,-0.13930942,-0.036588073,0.005889082,-0.227140948,-0.108520855
3/3/2015,-0.453854215,-1.48,0.90,0.42,0.04,-0.07,0.37,0.11,0.09,0.047898408,0.01287745,-0.09434584,-0.070054191,-0.102700544,-0.078765985,0.134029522,0.075332702,0.065663412,0.134029522,-0.135056431,-0.055404093,-0.259256195,-0.144252216,-0.100758753,-0.118851431,-0.086737811,0.000400005,0.197157901,0.216359937,0.113674495,0.197157901,0.279977686,0.101581066,0.278946888,-0.113217503,-0.032252521,0.278946888,-0.180264947,-0.122415806,0.278946888,-0.113217503,-0.032252521,0.005760007,-0.180264947,-0.122415806
4/3/2015,-0.438850348,-1.32,1.00,0.30,0.04,-0.08,0.39,0.10,0.08,-0.184166725,0.019853894,-0.092565194,-0.191807032,-0.111984378,-0.069696444,0.218789502,0.057347502,0.050288584,0.218789502,-0.151586689,-0.071582876,-0.207586529,-0.139368761,-0.091858699,-0.098262469,-0.090863067,0.003651796,0.072065013,0.216070706,0.126370157,0.072065013,0.271036196,0.10698565,0.255317699,-0.115078342,-0.031640146,0.255317699,-0.187561821,-0.128112915,0.255317699,-0.115078342,-0.031640146,-0.038016295,-0.187561821,-0.128112915
5/3/2015,0.119607998,-1.77,0.63,0.21,0.01,-0.08,0.31,0.09,0.07,-0.063663948,-0.009755803,-0.090668805,-0.207833911,-0.125693612,-0.066891566,0.445666602,0.061270195,0.054408926,0.445666602,-0.155796091,-0.063450998,-0.295538771,-0.061758495,-0.092852826,-0.079691314,0.037143609,0.004230006,0.221480357,0.203659115,0.122054775,0.221480357,0.272465032,0.09019389,0.323027458,-0.085719119,-0.03449163,0.323027458,-0.158399684,-0.128147611,0.323027458,-0.085719119,-0.03449163,0.058518869,-0.158399684,-0.128147611
6/3/2015,-1.417394659,-1.27,0.75,0.11,-0.03,-0.07,0.31,0.05,0.07,-0.149444833,-0.005473036,-0.072458147,-0.361129049,-0.142662748,-0.061090426,0.437104382,-0.005745724,0.053987718,0.437104382,-0.205219343,-0.063040895,-0.086201645,0.002827429,-0.082364409,-0.039216295,0.081576485,0.004725644,0.18454456,0.168461987,0.124143,0.18454456,0.249908646,0.088420865,0.207495626,-0.036206164,-0.013601531,0.207495626,-0.157543614,-0.12345461,0.207495626,-0.036206164,-0.013601531,0.080614811,-0.157543614,-0.12345461
9/3/2015,0.394442119,-1.10,0.73,0.16,-0.01,-0.06,0.26,0.09,0.10,-0.124055789,0.037620378,-0.07478796,-0.370258625,-0.119302642,-0.059244811,0.268661001,-0.038481262,0.047054787,0.268661001,-0.249829064,-0.069676059,-0.152555541,0.022324962,-0.063178524,-0.028823925,0.094598508,0.02245174,0.275797711,0.161115223,0.116643205,0.275797711,0.243863049,0.078700278,0.168921837,-0.053300095,-0.013484743,0.168921837,-0.180374738,-0.113937389,0.168921837,-0.053300095,-0.013484743,0.081187657,-0.180374738,-0.113937389
10/3/2015,-1.696133009,-1.11,0.67,0.06,0.05,-0.06,0.12,0.15,0.10,-0.236421938,0.044789922,-0.076709624,-0.21034671,-0.085415863,-0.059487486,0.29440804,0.01528374,0.068581663,0.29440804,-0.213579456,-0.0652378,-0.176660227,0.06448458,-0.041813578,-0.134163625,0.090236581,0.023560075,0.269264039,0.085043678,0.122812083,0.269264039,0.188290245,0.079726493,0.128730141,-0.053590959,0.002248353,0.128730141,-0.17917683,-0.111836564,0.128730141,-0.053590959,0.002248353,0.018861343,-0.17917683,-0.111836564
11/3/2015,-0.191767957,-1.48,0.60,0.14,0.04,-0.02,0.13,0.13,0.10,-0.235955352,0.004170709,-0.036873268,-0.189438,-0.123828518,-0.050350278,0.084424748,0.053723983,0.077082524,0.084424748,-0.171509469,-0.061288759,-0.169713447,0.033341161,-0.045922932,-0.144288402,0.071821296,0.027880889,-0.028309842,0.072688786,0.125631372,-0.028309842,0.149541437,0.079681127,0.143872845,-0.016471859,-0.004514765,0.143872845,-0.134662018,-0.111102759,0.143872845,-0.016471859,-0.004514765,0.008217627,-0.134662018,-0.111102759
12/3/2015,1.260143957,-1.21,0.94,0.10,0.04,-0.02,0.09,0.13,0.10,-0.172420947,-0.015686096,-0.054870074,-0.160773171,-0.142661015,-0.05220026,-0.004220314,0.051325344,0.098326577,-0.004220314,-0.188494322,-0.03827736,-0.090190396,0.034682885,-0.05280248,-0.211779061,0.059659925,0.014864303,-0.260121158,0.078447835,0.13566766,-0.260121158,0.173051352,0.094127091,0.08549852,0.038163773,-0.014108116,0.08549852,-0.056360049,-0.092371323,0.08549852,0.038163773,-0.014108116,0.017087257,-0.056360049,-0.092371323
13/3/2015,-0.607471097,-1.49,0.70,0.01,0.06,-0.01,0.04,0.13,0.11,0.118675431,-0.020167105,-0.037399686,0.02633275,-0.156693952,-0.030582719,0.024779157,0.06756336,0.089209638,0.024779157,-0.176757845,-0.038032617,-0.13569503,0.014204259,-0.011850249,-0.345401073,0.043016258,0.026187731,-0.330101469,0.039951506,0.1401581,-0.330101469,0.161346215,0.090471751,0.208969755,0.029708718,0.03864015,0.208969755,-0.071695242,-0.063714266,0.208969755,0.029708718,0.03864015,0.001015277,-0.071695242,-0.063714266
16/3/2015,1.353367117,-1.35,0.76,0.04,0.08,0.02,0.05,0.16,0.14,0.098725909,-0.00902052,-0.03999396,0.027513365,-0.144304928,-0.027448807,-0.121888184,0.080170868,0.157747544,-0.121888184,-0.175206901,0.018179807,-0.148232077,-0.00232,0.000642133,-0.315257188,0.029749444,0.025718337,-0.318667676,0.076205014,0.210079617,-0.318667676,0.187112012,0.153860068,0.152895303,0.00701454,0.0254678,0.152895303,-0.062530807,-0.082344783,0.152895303,0.00701454,0.0254678,0.009314166,-0.062530807,-0.082344783
17/3/2015,-0.33201737,-0.90,1.10,-0.10,0.07,0.03,0.00,0.12,0.15,-0.013967161,0.031821798,-0.006244125,0.024720318,-0.123378516,0.003947432,0.051562565,0.099825264,0.181062121,0.051562565,-0.165275,0.038962051,0.115547504,-0.007173303,0.01115574,-0.196780124,0.008845784,0.038680242,-0.087250119,0.095136493,0.212081003,-0.087250119,0.186124752,0.157916629,0.120504917,-0.033643797,0.024332112,0.120504917,-0.089981892,-0.08104743,0.120504917,-0.033643797,0.024332112,0.023914587,-0.089981892,-0.08104743
18/3/2015,1.21584214,-1.32,0.87,-0.07,-0.03,0.06,-0.01,0.11,0.10,0.087342872,0.059403489,-0.032129523,0.058977973,-0.060839868,-0.011536503,0.015190413,0.19990228,0.168103799,0.015190413,-0.155003288,0.064178767,0.06060199,-0.045843682,-0.003492819,-0.203426826,0.017122466,0.035181649,-0.143069052,0.128566389,0.190681664,-0.143069052,0.18269436,0.208413757,0.134458258,-0.001275342,-0.017395888,0.134458258,-0.040338017,-0.1523511,0.134458258,-0.001275342,-0.017395888,0.104418397,-0.040338017,-0.1523511
19/3/2015,-0.487257941,-1.30,0.78,-0.07,-0.03,-0.03,0.12,0.11,0.04,0.067981944,0.05721988,0.008969101,0.034944275,-0.069114596,-0.087369063,0.109281491,0.255894253,0.100054743,0.109281491,-0.121421087,0.014129989,0.034989735,-0.050261613,-0.098538535,-0.206027137,0.009825161,-0.05452977,-0.096952778,0.112205327,0.223654451,-0.096952778,0.178570887,0.234795444,0.114700691,-0.004290058,-0.088341267,0.114700691,-0.04319606,-0.178107339,0.114700691,-0.004290058,-0.088341267,0.091159825,-0.04319606,-0.178107339
20/3/2015,0.901275467,-1.31,0.70,-0.07,-0.02,-0.04,0.10,0.12,0.02,0.096172579,0.075989634,-0.008782156,0.135072164,-0.05384087,-0.098271462,0.149559543,0.253318062,0.061441656,0.149559543,-0.123416884,-0.098444522,0.13667203,-0.03213518,-0.098313143,-0.161863202,0.039482543,-0.051664626,0.069375967,0.098838241,0.243212343,0.069375967,0.166517887,0.287736632,0.140954379,-0.000980868,-0.10682546,0.140954379,-0.027929866,-0.179163994,0.140954379,-0.000980868,-0.10682546,0.091201081,-0.027929866,-0.179163994
23/3/2015,-0.174573104,-1.06,0.94,-0.08,0.01,-0.05,0.08,0.20,0.01,0.086865773,0.097639411,-0.015668591,0.137364716,-0.038909961,-0.12051908,0.210366071,0.270659665,0.062640771,0.210366071,-0.095786336,-0.106336327,0.134249046,-0.16946939,-0.092621492,-0.162526807,0.010644936,-0.064557945,0.174078533,0.139705671,0.237276329,0.174078533,0.251155049,0.249226922,0.173973153,0.000829115,-0.112052522,0.173973153,-0.012074931,-0.187568831,0.173973153,0.000829115,-0.112052522,0.08137873,-0.012074931,-0.187568831
24/3/2015,-0.613942196,-1.37,0.81,-0.05,0.04,-0.05,0.10,0.18,0.00,0.048813394,0.075989736,-0.021755403,0.073929695,-0.080546734,-0.133921754,0.207716177,0.200726099,0.057672965,0.207716177,-0.078534692,-0.113136287,0.203060828,-0.198263663,-0.102735068,0.005791457,-0.0078014,-0.072957113,0.187484607,0.141877902,0.215809662,0.187484607,0.246712766,0.227601125,0.132699516,0.020452077,-0.109065073,0.132699516,-0.017025678,-0.187761482,0.132699516,0.020452077,-0.109065073,0.05461579,-0.017025678,-0.187761482
25/3/2015,-1.455890565,-1.60,0.68,0.03,0.07,-0.04,0.14,0.17,0.00,0.050566134,0.060980406,-0.020002457,0.05159887,-0.085922073,-0.140300199,0.201105769,0.184353307,0.058801184,0.201105769,-0.086196091,-0.11425857,0.201071759,-0.194612837,-0.101579929,0.040353452,-0.013098459,-0.078384682,0.13507635,0.154306132,0.202534116,0.13507635,0.250532381,0.230434699,0.100721248,0.008484864,-0.107621695,0.100721248,-0.036970459,-0.192403317,0.100721248,0.008484864,-0.107621695,0.039652344,-0.036970459,-0.192403317
26/3/2015,-0.23775,-1.48,0.84,0.06,0.10,-0.04,0.14,0.19,-0.01,0.032743379,0.005101324,-0.02511017,0.031725366,-0.102958441,-0.140018119,0.228136257,0.178659818,0.061712461,0.228136257,-0.097378729,-0.121797632,0.192838908,-0.231336563,-0.107000298,0.020946539,-0.087076772,-0.093699062,0.134651998,0.129823294,0.200234029,0.134651998,0.244321269,0.225469857,0.050903943,-0.002826279,-0.117099855,0.050903943,-0.088289659,-0.199939162,0.050903943,-0.002826279,-0.117099855,0.022290941,-0.088289659,-0.199939162
27/3/2015,0.236856135,-1.35,0.70,0.07,0.14,-0.04,0.15,0.17,-0.01,0.028168773,0.03659177,-0.026878843,0.042181993,-0.091799913,-0.139667449,0.313449911,0.218534407,0.05979009,0.313449911,-0.12718878,-0.11964288,0.198286418,-0.158354582,-0.109355139,0.027130088,-0.111968102,-0.093827492,0.242545524,0.143347405,0.198305538,0.242545524,0.231813328,0.224042533,0.059016406,0.128239275,-0.116102839,0.059016406,-0.062358423,-0.205551654,0.059016406,0.128239275,-0.116102839,0.026585606,-0.062358423,-0.205551654
30/3/2015,1.223664519,-1.31,1.01,0.08,0.24,-0.02,0.25,0.22,0.03,0.026327778,0.018228531,-0.023292277,-0.004363179,-0.070954234,-0.13804557,0.329838963,0.124064642,0.058155487,0.329838963,-0.18561177,-0.128651216,0.129332245,-0.130568981,-0.107305456,-0.013230044,-0.099033793,-0.090121976,0.224143069,0.163385665,0.197136499,0.224143069,0.213768247,0.21463662,0.089939046,0.168926256,-0.098931388,0.089939046,-0.032774198,-0.187883375,0.089939046,0.168926256,-0.098931388,0.075025545,-0.032774198,-0.187883375
31/3/2015,-0.879577505,-1.22,0.98,0.03,0.15,0.02,0.18,0.20,0.07,0.004103443,-0.109252251,0.010864741,-0.091530247,-0.142375837,-0.104061917,0.364962696,0.200269944,0.091007953,0.364962696,-0.163139505,-0.0948199,0.133703845,-0.098746736,-0.09556503,-0.038943498,-0.0963491,-0.084754415,0.266724323,0.085237474,0.189778435,0.266724323,0.209029195,0.206125063,0.049802194,0.148652997,-0.081325788,0.049802194,-0.057604445,-0.152503564,0.049802194,0.148652997,-0.081325788,0.088347604,-0.057604445,-0.152503564
1/4/2015,-0.396537127,-1.20,0.88,0.02,0.08,0.02,0.18,0.15,0.07,0.054290649,-0.034912408,0.011433796,-0.074658472,-0.144642575,-0.112318997,0.328542975,0.278853165,0.072213695,0.328542975,-0.111054722,-0.110905092,0.245043562,-0.136316059,-0.095456874,0.053546202,-0.076212389,-0.086621049,0.275674669,0.170606381,0.193347488,0.275674669,0.294554897,0.209060055,0.041065459,0.17075371,-0.083613143,0.041065459,-0.001067247,-0.158007104,0.041065459,0.17075371,-0.083613143,0.050976022,-0.001067247,-0.158007104
2/4/2015,0.352966696,-1.37,0.58,0.00,0.06,0.00,0.14,0.18,0.06,0.070098702,-0.117882196,-0.012139625,-0.065247896,-0.227375722,-0.126447081,0.375540319,0.266011903,0.071429116,0.375540319,-0.089699095,-0.112033839,0.23386896,-0.018307196,-0.03400715,0.066978921,-0.016671835,0.005757027,0.241431343,0.154960175,0.187176288,0.241431343,0.30517299,0.204945504,0.022973616,0.085710329,-0.058471131,0.022973616,0.026608163,-0.136037266,0.022973616,0.085710329,-0.058471131,0.046932087,0.026608163,-0.136037266
6/4/2015,0.660881512,-1.14,0.77,0.03,0.09,-0.02,0.17,0.16,0.04,0.041899226,-0.109615133,-0.022532859,-0.10736738,-0.238299917,-0.134370121,0.387699079,0.24050085,0.020574281,0.387699079,0.062345793,-0.150485426,0.234497541,-0.046967278,0.015984399,0.094934317,-0.010638702,0.062587224,0.195206883,0.18547121,0.15423266,0.195206883,0.197894234,0.181970498,0.010516932,0.058481204,-0.045457876,0.010516932,0.023274397,-0.137889935,0.010516932,0.058481204,-0.045457876,0.046810734,0.023274397,-0.137889935
7/4/2015,-0.206190406,-1.06,0.87,0.05,0.08,-0.01,0.18,0.10,0.07,0.034301091,-0.148281966,0.009780091,-0.123034894,-0.158975323,-0.11715227,0.431620868,0.254948087,0.013500011,0.431620868,0.098067409,-0.173960141,0.226333852,-0.112412495,0.030529065,0.091573027,-0.067808552,0.068899213,0.311667903,0.171487749,0.150214461,0.311667903,0.134401392,0.179729666,0.024614516,0.036233534,-0.056460271,0.024614516,0.011003506,-0.15531515,0.024614516,0.036233534,-0.056460271,0.04668655,0.011003506,-0.15531515
8/4/2015,0.268253313,-1.32,0.65,0.05,0.14,0.06,0.14,0.11,0.14,-0.161012315,-0.139920706,0.037523051,-0.224396391,-0.14018557,-0.070477022,0.432822535,0.17283774,0.057362806,0.432822535,0.085717161,-0.1429679,0.170989974,-0.106210645,0.053425899,0.118288125,-0.076464628,0.088199181,0.304836225,0.030977775,0.089801491,0.304836225,0.11849418,0.128833821,-0.161215751,0.047854996,-0.068823791,-0.161215751,0.004026564,-0.142581511,-0.161215751,0.047854996,-0.068823791,-0.136403398,0.004026564,-0.142581511
9/4/2015,0.445748102,-1.04,0.95,0.06,0.11,0.05,0.17,0.06,0.12,-0.167486574,-0.099641489,0.003824538,-0.236896413,-0.134393802,-0.10325038,0.552148128,0.180832258,0.089019987,0.552148128,0.051068883,-0.098547539,0.189020894,-0.085871045,0.029365047,0.089366042,-0.143037595,0.074568095,0.368282026,-0.040141376,0.082315908,0.368282026,0.085339877,0.11259651,-0.137211145,0.008568077,-0.036861372,-0.137211145,-0.00917282,-0.097935339,-0.137211145,0.008568077,-0.036861372,-0.067497855,-0.00917282,-0.097935339
10/4/2015,0.520286504,-0.98,0.91,0.20,0.08,0.05,0.10,0.04,0.12,-0.031434979,0.131402929,-0.00501317,-0.287654334,0.006711794,-0.124416593,0.546257306,0.223628583,0.091607528,0.546257306,0.068905996,-0.108682296,-0.037206503,-0.084530191,0.021756599,-0.021028905,-0.213085674,0.055531115,0.329951451,-0.101652649,0.083519116,0.329951451,0.057877733,0.127924812,-0.316830974,0.093515699,0.01101227,-0.316830974,0.004564126,-0.050085149,-0.316830974,0.093515699,0.01101227,-0.145817755,0.004564126,-0.050085149
13/4/2015,-0.458128059,-0.93,0.77,0.11,0.06,0.05,0.09,0.04,0.11,-0.07117313,0.110125502,-0.01175721,-0.332738873,0.002056877,-0.134038864,0.500067853,0.197577397,0.116816989,0.500067853,0.076388205,-0.109972664,-0.02663833,-0.095594903,0.008620309,0.0122596,-0.210606908,0.04384931,0.269155156,-0.069913886,0.053569925,0.269155156,0.056673958,0.139690107,-0.332260332,0.093327327,0.002853288,-0.332260332,0.001718421,-0.057941449,-0.332260332,0.093327327,0.002853288,-0.162437601,0.001718421,-0.057941449
