Date,SP500%ChgD,SrcWgtAvgTone,SrcWgtGoldScore,AvgTone_30D_Corr,AvgTone_60D_Corr,AvgTone_90D_Corr,Goldstein_30D_Corr,Goldstein_60D_Corr,Goldstein_90D_Corr,-1AvgTone_30D_Corr,-1AvgTone_60D_Corr,-1AvgTone_90D_Corr,-1Goldstein_30D_Corr,-1Goldstein_60D_Corr,-1Goldstein_90D_Corr,+1AvgTone_30D_Corr,+1AvgTone_60D_Corr,+1AvgTone_90D_Corr,+1Goldstein_30D_Corr,+1Goldstein_60D_Corr,+1Goldstein_90D_Corr,-3AvgTone_30D_Corr,-3AvgTone_60D_Corr,-3AvgTone_90D_Corr,-3Goldstein_30D_Corr,-3Goldstein_60D_Corr,-3Goldstein_90D_Corr,+3AvgTone_30D_Corr,+3AvgTone_60D_Corr,+3AvgTone_90D_Corr,+3Goldstein_30D_Corr,+3Goldstein_60D_Corr,+3Goldstein_90D_Corr,-7AvgTone_30D_Corr,-7AvgTone_60D_Corr,-7AvgTone_90D_Corr,-7Goldstein_30D_Corr,-7Goldstein_60D_Corr,-7Goldstein_90D_Corr,+71AvgTone_30D_Corr,+71AvgTone_60D_Corr,+71AvgTone_90D_Corr,+71Goldstein_30D_Corr,+71Goldstein_60D_Corr,+71Goldstein_90D_Corr
6/11/2019,0.070249723,-1.02,0.93,-0.26,-0.06,0.19,-0.32,-0.23,0.03,0.103599643,0.021902422,0.021716888,-0.102323716,-0.086463853,-0.060570563,-0.111881403,-0.216899242,-0.004903022,-0.111881403,-0.168567015,-0.057116814,-0.075333298,-0.031194651,0.032114073,-0.016069136,-0.015003463,0.04983043,0.143645299,0.01054187,0.007992079,0.143645299,-0.101183365,-0.005365501,0.223671825,-0.113130244,-0.015252956,0.223671825,-0.003767113,0.056210647,0.223671825,-0.113130244,-0.015252956,0.101708901,-0.003767113,0.056210647
7/11/2019,0.273009519,-1.14,0.95,-0.13,-0.06,0.20,-0.12,-0.21,0.04,0.001728459,-0.011237426,0.02583815,-0.086796378,-0.137678324,-0.059253215,-0.075108802,-0.210951616,-0.010849501,-0.075108802,-0.170465352,-0.069880548,0.253784069,-0.089590204,0.065107178,0.028686444,-0.047482024,0.087367527,0.113251831,0.026166128,0.021650132,0.113251831,-0.097819882,0.010536297,0.129337959,-0.164142036,0.037271142,0.129337959,-0.037752073,0.053981412,0.129337959,-0.164142036,0.037271142,0.195901324,-0.037752073,0.053981412
8/11/2019,0.256067609,-1.21,1.01,-0.13,-0.05,0.15,-0.12,-0.20,-0.06,-0.072529155,-0.003304122,0.018946128,-0.220145392,-0.131015826,-0.096031157,-0.113808399,-0.195676929,0.026892583,-0.113808399,-0.150777408,-0.026562279,0.134766176,-0.090705793,0.020108109,-0.075529917,-0.062773649,-0.000322441,0.096508821,0.017195808,0.000707461,0.096508821,-0.104893987,-0.013814563,0.187789982,-0.169084665,-0.065502259,0.187789982,-0.04345374,0.038338711,0.187789982,-0.169084665,-0.065502259,0.260941203,-0.04345374,0.038338711
11/11/2019,-0.196246725,-1.59,0.64,-0.04,-0.03,0.15,0.03,-0.18,-0.04,-0.122760328,-0.014972006,0.01551914,-0.253887452,-0.140908236,-0.097935159,-0.049818168,-0.206208545,-0.009614533,-0.049818168,-0.167365085,-0.11321445,0.016017415,-0.100844787,0.004843465,-0.104107324,-0.057499085,-0.001106814,0.058444412,0.018512765,-0.0124531,0.058444412,-0.10119167,-0.043267793,0.244507162,-0.145315226,-0.051685707,0.244507162,-0.032121281,0.045661792,0.244507162,-0.145315226,-0.051685707,0.266402719,-0.032121281,0.045661792
12/11/2019,0.156464608,-1.17,1.23,0.06,-0.05,0.15,0.10,-0.19,0.00,-0.026277821,-0.009372352,0.03098827,-0.064161586,-0.12929693,-0.065650827,-0.065043082,-0.226941387,-0.017667403,-0.065043082,-0.185788084,-0.121567838,-0.102387486,-0.088829329,0.011823487,-0.317179571,-0.066087865,0.012344575,-0.126229494,0.062616365,-0.013716047,-0.126229494,-0.059992093,0.00374682,0.191016409,-0.138206938,-0.04525689,0.191016409,-0.027868605,0.076853992,0.191016409,-0.138206938,-0.04525689,0.268900257,-0.027868605,0.076853992
13/11/2019,0.071153459,-1.49,0.98,0.09,-0.05,0.15,0.13,-0.18,0.01,-0.089067885,0.000200919,0.026155309,-0.118058031,-0.118506551,-0.029578664,-0.12312265,-0.239588954,-0.029406789,-0.12312265,-0.196392825,-0.117427628,-0.122011791,-0.085921669,0.043483855,-0.330908645,-0.06151567,0.053012803,-0.165399504,0.064428876,0.007552798,-0.165399504,-0.051502692,-0.010482222,0.285081283,-0.162469131,-0.016686641,0.285081283,-0.036826751,0.113052247,0.285081283,-0.162469131,-0.016686641,0.285304922,-0.036826751,0.113052247
14/11/2019,0.083704274,-1.30,0.93,0.10,-0.05,0.13,0.10,-0.19,0.00,-0.151398407,-0.000984973,0.034324206,-0.257852324,-0.119929736,-0.034895111,-0.13370994,-0.239712912,-0.010477707,-0.13370994,-0.191824664,-0.109412013,-0.014861492,-0.084652309,0.032958686,-0.137898577,-0.059763267,0.029430348,-0.191862999,0.059461168,0.006302867,-0.191862999,-0.06036674,-0.009587904,0.086190445,-0.160988932,-0.034308417,0.086190445,-0.035529876,0.08521707,0.086190445,-0.160988932,-0.034308417,0.156159026,-0.035529876,0.08521707
15/11/2019,0.769548801,-1.35,1.04,0.08,-0.04,0.17,0.17,-0.17,0.01,-0.095768037,0.012587204,0.054041763,-0.208042892,-0.122266044,-0.028075818,-0.073140784,-0.240936367,-0.049793096,-0.073140784,-0.190978035,-0.120261918,0.036176447,-0.057083292,0.046030014,-0.00245674,-0.012816151,0.080972285,-0.13960429,0.053441184,0.062237085,-0.13960429,-0.061736629,0.004022098,0.242455297,-0.095197359,-0.004588271,0.242455297,-0.025348917,0.088621501,0.242455297,-0.095197359,-0.004588271,0.192096258,-0.025348917,0.088621501
18/11/2019,0.050315286,-1.55,0.80,0.09,-0.03,0.17,0.18,-0.16,0.01,-0.094148515,0.001403546,0.048501677,-0.222361446,-0.129490311,-0.030549538,-0.12241615,-0.257028592,-0.048798315,-0.12241615,-0.203267833,-0.119883448,0.038611844,-0.071398688,0.048137844,-0.023873118,-0.029593276,0.079691143,-0.121714245,0.050862285,0.087962165,-0.121714245,-0.06556221,0.022517152,0.187078558,-0.088721899,-0.007074172,0.187078558,-0.040113048,0.086829067,0.187078558,-0.088721899,-0.007074172,0.174739259,-0.040113048,0.086829067
19/11/2019,-0.059259445,-1.84,0.82,0.05,-0.01,0.07,0.12,-0.15,-0.06,-0.056700569,0.008194883,-0.007904235,-0.039121515,-0.122769458,-0.081877132,-0.057940222,-0.201230509,-0.050826396,-0.057940222,-0.175667768,-0.123855411,0.016428063,-0.073948959,-0.003776182,-0.002276113,-0.036463579,0.061406714,0.065318422,0.054255235,0.05135554,0.065318422,-0.065255116,0.001123473,0.139098988,-0.095201369,-0.103764978,0.139098988,-0.047073351,-0.017440616,0.139098988,-0.095201369,-0.103764978,0.146097033,-0.047073351,-0.017440616
20/11/2019,-0.375618425,-1.58,0.71,0.19,0.04,0.08,0.20,-0.09,-0.07,0.216564567,0.145949627,0.070989045,0.05531765,-0.063051067,-0.047791384,-0.122201562,-0.191852143,-0.040347647,-0.122201562,-0.164209402,-0.056072175,0.043578863,-0.097851084,0.042068678,-0.081631782,-0.058416789,0.06567139,-0.058718537,0.03324109,0.032038008,-0.058718537,-0.089041254,-0.035701751,0.277086736,-0.054808386,-0.075208824,0.277086736,0.016682932,0.033775866,0.277086736,-0.054808386,-0.075208824,0.405883778,0.016682932,0.033775866
21/11/2019,-0.158275221,-1.48,0.95,0.22,0.03,0.09,0.19,-0.11,-0.06,0.183878489,0.140021508,0.080602383,0.086464476,-0.077513107,-0.025176233,-0.100088405,-0.165014142,-0.039144756,-0.100088405,-0.140811475,-0.078205438,0.092190563,-0.095343078,0.03814604,0.11655829,-0.063211572,0.06295692,-0.05314262,0.050231644,0.033461812,-0.05314262,-0.070267616,-0.033360828,0.143042146,-0.040084976,-0.080782122,0.143042146,0.017625112,0.001973323,0.143042146,-0.040084976,-0.080782122,0.241513384,0.017625112,0.001973323
22/11/2019,0.217493569,-1.53,0.92,0.21,0.04,0.08,0.18,-0.11,-0.08,0.180443132,0.149616787,0.076720245,0.090301235,-0.064172761,-0.035498307,-0.081361757,-0.181587286,-0.027738201,-0.081361757,-0.148649989,-0.06851788,0.095326316,-0.073116678,0.056607866,0.135530121,-0.046687832,0.077422746,-0.040355001,0.058502952,0.07431604,-0.040355001,-0.070072685,0.022566326,0.131076925,-0.051502361,-0.087747797,0.131076925,0.010034526,0.006032745,0.131076925,-0.051502361,-0.087747797,0.232536359,0.010034526,0.006032745
25/11/2019,0.750729135,-1.19,0.94,0.28,0.05,0.07,0.20,-0.09,-0.10,0.122980424,0.163309314,0.050374806,0.107568191,-0.053519343,-0.063509268,-0.062008671,-0.184695464,-0.04035616,-0.062008671,-0.142178484,-0.077959335,0.026896108,-0.074509321,0.033680909,0.045862698,-0.04130921,0.023021697,-0.089307634,0.005143757,0.035135387,-0.089307634,-0.06151058,0.004741786,0.169883656,-0.036471152,-0.057577722,0.169883656,-0.020168473,0.019229886,0.169883656,-0.036471152,-0.057577722,0.236456863,-0.020168473,0.019229886
26/11/2019,0.219557039,-1.34,0.73,0.25,0.06,0.07,0.18,-0.08,-0.10,0.141935119,0.17745228,0.054697093,0.105862193,-0.058942373,-0.062436685,-0.034031103,-0.190554597,-0.093497895,-0.034031103,-0.187982193,-0.132431675,0.023872708,-0.086437554,0.032474722,0.048387374,-0.054397991,0.024642153,-0.014984662,0.013235697,0.055420193,-0.014984662,-0.03442095,0.026076515,0.197591304,-0.028898252,-0.061563986,0.197591304,-0.014455132,0.020217058,0.197591304,-0.028898252,-0.061563986,0.23271387,-0.014455132,0.020217058
27/11/2019,0.417442436,-1.66,0.72,0.23,0.05,0.06,0.31,-0.06,-0.11,0.091737559,0.156190102,0.099155053,0.044839068,-0.12406479,-0.046908185,-0.030605998,-0.190967492,-0.09558808,-0.030605998,-0.198390898,-0.134048824,0.007869015,-0.0410401,0.036830909,0.03790424,-0.040359251,0.044071772,-0.019089448,0.007024502,0.048739849,-0.019089448,-0.030942923,0.022763355,0.162811983,-0.020693575,-0.091534932,0.162811983,0.010000185,-0.001527844,0.162811983,-0.020693575,-0.091534932,0.115682781,0.010000185,-0.001527844
29/11/2019,-0.401121971,-1.52,1.08,0.25,0.12,0.04,0.14,-0.08,-0.14,0.162477359,0.207012626,0.114242183,0.038188139,-0.061991631,-0.032716939,-0.050026005,-0.174565212,-0.076894086,-0.050026005,-0.181865771,-0.113456945,-0.088786295,-0.157321475,-0.005430612,0.006753825,-0.014710128,0.025566427,-0.05478393,0.009728853,0.002659669,-0.05478393,0.001872192,0.019431745,0.25779814,0.279458644,-0.006606095,0.25779814,0.168810339,0.036413545,0.25779814,0.279458644,-0.006606095,0.101345003,0.168810339,0.036413545
2/12/2019,-0.863102072,-1.54,0.79,0.28,0.11,0.04,0.23,-0.06,-0.14,0.191341378,0.208818601,0.095049927,-0.086177825,-0.118012447,-0.080055978,-0.020119927,-0.055870072,-0.086182239,-0.020119927,-0.172956361,-0.116239258,-0.152628628,-0.157471709,-0.073863055,0.085048877,0.055697714,0.016892335,-0.047340384,-0.01222892,0.001663161,-0.047340384,-0.002843517,0.018133389,0.345422989,0.290956513,0.016802106,0.345422989,0.181795586,0.032763471,0.345422989,0.290956513,0.016802106,0.202787726,0.181795586,0.032763471
3/12/2019,-0.663809512,-1.27,1.09,0.16,-0.01,0.02,0.06,-0.20,-0.16,0.208341289,0.156550778,0.107859441,-0.068333197,-0.11538659,-0.065754617,-0.071881617,-0.140040811,-0.182174499,-0.071881617,-0.269866892,-0.192101825,-0.056613229,-0.110795294,-0.043251629,0.061758854,0.059620583,0.038356946,0.042068986,0.0799842,0.055321769,0.042068986,0.097139825,0.056787526,0.354364814,0.272041905,0.026933166,0.354364814,0.119580701,0.028651442,0.354364814,0.272041905,0.026933166,0.14725937,0.119580701,0.028651442
4/12/2019,0.632356747,-1.27,1.19,0.30,-0.01,0.04,0.20,-0.15,-0.13,0.400823781,0.222146522,0.126418867,0.118442192,-0.046167967,-0.046536529,-0.158956614,-0.137824856,-0.195335484,-0.158956614,-0.343126601,-0.226116806,-0.095787038,-0.107270787,-0.051105886,0.332179041,0.09154453,0.05398301,-0.036320368,0.000969665,0.025020233,-0.036320368,0.070401673,-0.017534914,0.344060575,0.289891256,0.015499374,0.344060575,0.131373301,0.030068217,0.344060575,0.289891256,0.015499374,0.134894509,0.131373301,0.030068217
5/12/2019,0.150025118,-1.50,1.04,0.31,0.08,0.04,0.23,-0.03,-0.13,0.446014085,0.190173975,0.128886241,0.138411665,-0.041458522,-0.041228331,-0.180403694,-0.121167526,-0.203477089,-0.180403694,-0.287929412,-0.213762027,-0.089607001,0.008908912,-0.051734359,0.369086674,0.126527952,0.052987956,0.029396779,-0.009816727,-0.029370544,0.029396779,-0.015282085,-0.10644087,0.367960469,0.254733709,0.018831513,0.367960469,0.193597887,0.03120868,0.367960469,0.254733709,0.018831513,0.135049778,0.193597887,0.03120868
6/12/2019,0.913572433,-1.39,0.88,0.31,0.10,0.04,0.18,-0.02,-0.12,0.359213736,0.13883572,0.084979454,0.182200165,-0.070560901,-0.058328597,-0.208001555,-0.148666613,-0.202863362,-0.208001555,-0.357826132,-0.215790071,-0.046070704,-0.01267861,-0.074729247,0.431361776,0.114486633,0.053179611,0.049687109,-0.016851129,-0.032695516,0.049687109,0.001193083,-0.101730095,0.413300689,0.301031032,-0.006450567,0.413300689,0.192332608,-0.013177666,0.413300689,0.301031032,-0.006450567,0.062971832,0.192332608,-0.013177666
9/12/2019,-0.316282139,-1.53,0.96,0.37,0.14,0.04,0.17,0.03,-0.12,0.353862561,0.132470379,0.080775929,0.193299245,-0.062523438,-0.052487366,-0.218449049,-0.132076511,-0.211630814,-0.218449049,-0.270871836,-0.194372987,-0.076360253,-0.019123932,-0.086872763,0.309361987,0.060765699,0.024578036,-0.206540486,-0.055722365,-0.042702297,-0.206540486,-0.053333478,-0.098125501,0.442506034,0.329294959,0.0075261,0.442506034,0.201658394,-0.001830167,0.442506034,0.329294959,0.0075261,0.1049331,0.201658394,-0.001830167
10/12/2019,-0.10969341,-1.03,1.15,0.27,0.16,0.04,0.13,0.06,-0.12,0.357278148,0.201357482,0.082763481,0.188303324,0.053177504,-0.057227217,-0.290022658,-0.157500697,-0.230400949,-0.290022658,-0.280823513,-0.213209843,-0.062192548,-0.069357056,-0.079374186,0.301825609,-0.034255142,0.028881096,-0.231177105,-0.160312844,-0.036085282,-0.231177105,-0.154481578,-0.093103992,0.448482736,0.322378539,0.015320141,0.448482736,0.180278578,-0.003970207,0.448482736,0.322378539,0.015320141,0.114303824,0.180278578,-0.003970207
11/12/2019,0.290815804,-1.32,0.88,0.27,0.18,0.02,0.12,0.08,-0.13,0.357074181,0.195518461,0.099862823,0.209153789,0.050254812,-0.037840236,-0.331981377,-0.204559342,-0.241422807,-0.331981377,-0.350069147,-0.219349856,-0.073851649,-0.068080217,-0.074470185,0.289554804,-0.038853645,0.020520496,-0.139419352,-0.159031305,4.31058E-05,-0.139419352,-0.202658656,-0.076950474,0.440881753,0.348652505,0.018491886,0.440881753,0.178974202,-0.003528211,0.440881753,0.348652505,0.018491886,0.118845392,0.178974202,-0.003528211
12/12/2019,0.857522578,-1.26,1.01,0.30,0.21,0.04,0.10,0.09,-0.12,0.424634978,0.194986726,0.117381166,0.18475711,-0.005443602,-0.036407698,-0.294367434,-0.195397006,-0.24317718,-0.294367434,-0.339376788,-0.225765926,-0.0601971,-0.042882148,-0.08557234,0.29104457,0.094117608,0.030677419,-0.177100046,-0.180714766,-0.004858929,-0.177100046,-0.226331982,-0.078387404,0.446854953,0.324484189,0.023669714,0.446854953,0.156652814,0.012041237,0.446854953,0.324484189,0.023669714,0.183686519,0.156652814,0.012041237
13/12/2019,0.007258178,-0.82,0.88,0.22,0.16,0.03,0.10,0.09,-0.12,0.419603095,0.188056613,0.114500647,0.202730015,-0.004649481,-0.038987623,-0.002199846,-0.026082998,-0.160828369,-0.002199846,-0.357396168,-0.224789104,-0.085834853,-0.079052939,-0.086274521,0.263114393,0.06177173,0.028706112,-0.223766545,-0.178364661,-0.018431884,-0.223766545,-0.243060132,-0.084106517,0.445897088,0.303818057,0.02320121,0.445897088,0.140519554,0.011346899,0.445897088,0.303818057,0.02320121,0.15014939,0.140519554,0.011346899
16/12/2019,0.714778528,-1.34,0.82,0.22,0.16,0.04,0.06,0.06,-0.13,0.498251384,0.263431366,0.15432802,0.202562433,-0.010679709,-0.046750679,-0.002873226,-0.025740579,-0.16218878,-0.002873226,-0.331441446,-0.223238401,-0.045034732,-0.062510911,-0.081556071,0.237167847,0.047855015,0.022407309,-0.210298994,-0.174359688,-0.021783277,-0.210298994,-0.22666309,-0.090774064,0.399776946,0.282070218,0.020498945,0.399776946,0.157607848,0.029774551,0.399776946,0.282070218,0.020498945,0.183254075,0.157607848,0.029774551
17/12/2019,0.033529223,-1.50,0.80,0.23,0.13,0.04,0.06,0.03,-0.12,0.494836578,0.270662006,0.148046777,0.210329154,0.074417415,-0.050321672,-0.027014876,-0.031028316,-0.168823715,-0.027014876,-0.340150902,-0.231271447,-0.059135225,-0.068952602,-0.093224426,0.241124745,0.053327424,0.008299438,-0.221954064,-0.126164421,-0.034329392,-0.221954064,-0.197691323,-0.106963792,0.406576344,0.282349634,0.02666209,0.406576344,0.153381215,0.019011719,0.406576344,0.282349634,0.02666209,0.187194609,0.153381215,0.019011719
18/12/2019,-0.043230017,-1.59,0.82,0.23,0.18,0.06,0.02,0.05,-0.11,0.493004914,0.336982821,0.151028418,0.225311972,0.122914576,-0.045490302,-0.01678474,-0.063124742,-0.135998726,-0.01678474,-0.355515848,-0.21028154,-0.163820441,-0.076802984,-0.097818983,0.143948572,0.052050306,0.004815063,-0.210833882,-0.144024172,-0.030016849,-0.210833882,-0.202805707,-0.10544603,0.333904391,0.326783453,0.02847199,0.333904391,0.237151816,0.015331499,0.333904391,0.326783453,0.02847199,0.188939905,0.237151816,0.015331499
19/12/2019,0.4459292,-1.79,0.89,0.16,0.14,0.06,0.01,0.04,-0.08,0.455526191,0.289909713,0.215833078,0.2079619,0.103582858,-0.009070213,0.04641116,-0.038505963,-0.122086623,0.04641116,-0.356301143,-0.208751849,-0.157859645,-0.068926473,-0.109308549,0.116169439,0.125927623,-0.008171793,-0.284784811,-0.194984012,-0.059471239,-0.284784811,-0.197964407,-0.104296289,0.391517314,0.321508911,0.064932786,0.391517314,0.232060505,0.054485205,0.391517314,0.321508911,0.064932786,0.223310839,0.232060505,0.054485205
20/12/2019,0.494478108,-1.51,1.04,0.12,0.13,0.04,0.03,0.06,-0.09,0.361167593,0.239399233,0.181469541,0.189275555,0.103811462,-0.028033085,0.023146659,-0.051590349,-0.112410569,0.023146659,-0.333697295,-0.180379652,-0.164520737,-0.069401478,-0.119236156,0.084151676,0.123383239,-0.023421729,-0.315240451,-0.1985264,-0.049058554,-0.315240451,-0.198675211,-0.091590255,0.439431945,0.326748711,0.089902057,0.439431945,0.222618274,0.069450868,0.439431945,0.326748711,0.089902057,0.217629845,0.222618274,0.069450868
23/12/2019,0.08661436,-1.81,0.26,0.09,0.13,0.05,-0.01,0.07,-0.07,0.300586698,0.241254147,0.189265665,0.150752931,0.097847771,-0.019353567,-0.053618133,-0.081999281,-0.141192337,-0.053618133,-0.345520219,-0.199398667,-0.146986717,-0.063429547,-0.098174835,0.13860916,0.126170545,-0.006436368,-0.231538862,-0.157297022,-0.037018851,-0.231538862,-0.129008632,-0.066105424,0.397654839,0.319232711,0.082799449,0.397654839,0.217961288,0.060677212,0.397654839,0.319232711,0.082799449,0.134027989,0.217961288,0.060677212
24/12/2019,-0.01954482,-1.52,0.63,0.09,0.12,0.04,0.02,0.07,-0.06,0.293182608,0.258962232,0.210851802,0.138176284,0.119792193,0.002180973,-0.065511272,-0.082521199,-0.149356343,-0.065511272,-0.332816843,-0.19109116,-0.129163781,-0.039995855,-0.0750756,0.117188029,0.129064741,0.018643575,-0.244772895,-0.131919267,-0.062464638,-0.244772895,-0.136521502,-0.068370499,0.321439064,0.264662457,0.066581078,0.321439064,0.218214408,0.036465026,0.321439064,0.264662457,0.066581078,0.229358194,0.218214408,0.036465026
26/12/2019,0.512816668,-1.39,0.70,0.09,0.13,0.05,-0.01,0.11,-0.06,0.274622661,0.223141828,0.214128867,0.086868138,0.077876683,-0.016622559,-0.085456808,-0.080324159,-0.163202994,-0.085456808,-0.30605811,-0.203695812,-0.14601897,-0.047790423,-0.086592007,0.146222659,0.141842276,0.017582481,-0.249412482,-0.126370139,-0.052946359,-0.249412482,-0.145777154,-0.067261828,0.328093821,0.26778134,0.073717508,0.328093821,0.161924315,0.032767292,0.328093821,0.26778134,0.073717508,0.19545859,0.161924315,0.032767292
27/12/2019,0.003398472,-1.46,0.58,0.04,0.13,0.05,0.00,0.10,-0.03,0.31412265,0.218524447,0.199774058,0.092984924,0.059394377,-0.046742548,-0.096303245,-0.085038122,-0.164760408,-0.096303245,-0.306294664,-0.221883938,-0.067377956,-0.035536073,-0.044860835,0.229414572,0.151690056,0.040392535,-0.207133802,-0.125389395,-0.05316921,-0.207133802,-0.134011725,-0.058705964,0.320159916,0.257763873,0.092442478,0.320159916,0.152463642,0.061847757,0.320159916,0.257763873,0.092442478,0.20992497,0.152463642,0.061847757
30/12/2019,-0.578082245,-2.28,0.05,0.23,0.26,0.17,0.20,0.24,0.08,0.309156195,0.218362255,0.221444289,0.175489541,0.140227049,0.02216358,-0.050634475,-0.044976808,-0.114942378,-0.050634475,-0.22250528,-0.174963399,-0.029673707,-0.026914612,-0.085651252,0.297514377,0.194727597,0.10269533,-0.093960498,-0.065740499,-0.021440596,-0.093960498,-0.060337655,-0.030091474,0.353904595,0.303230391,0.282716847,0.353904595,0.17196838,0.185274989,0.353904595,0.303230391,0.282716847,0.239824384,0.17196838,0.185274989
31/12/2019,0.294602166,-2.63,-0.60,0.14,0.16,0.11,0.08,0.12,0.03,0.178778232,0.150570908,0.171925462,0.097831275,0.06814932,-0.000152223,0.177345458,0.131744352,0.063112791,0.177345458,0.046215909,-0.007018164,-0.012790798,-0.033160669,-0.074134256,0.273227832,0.140606483,0.116602999,-0.168918917,-0.117362734,-0.073515502,-0.168918917,-0.133037213,-0.077958053,0.326380251,0.276280597,0.256754735,0.326380251,0.169606774,0.163063882,0.326380251,0.276280597,0.256754735,0.267121011,0.169606774,0.163063882
2/1/2020,0.837880268,-3.61,-0.53,-0.15,-0.07,-0.08,-0.07,-0.05,-0.10,-0.093272403,0.002594311,0.008196163,-0.175867383,-0.12605487,-0.124787632,0.051201296,0.044837108,0.007927295,0.051201296,0.011952755,-0.04112531,0.027978853,-0.042409708,-0.079806245,0.184174585,0.138241168,0.059625552,-0.05662602,-0.039946414,0.001548681,-0.05662602,-0.075884479,-0.013502312,0.213693431,0.264530432,0.229295382,0.213693431,0.196046846,0.147930119,0.213693431,0.264530432,0.229295382,0.282344065,0.196046846,0.147930119
3/1/2020,-0.705987056,-3.18,-1.04,0.08,0.09,0.04,0.21,0.14,0.05,0.249511452,0.227273931,0.180605076,0.145503865,0.066713191,0.030849727,-0.101294483,-0.097978994,-0.07300578,-0.101294483,-0.155590009,-0.147182878,0.315478284,0.131045197,0.048839347,0.358626521,0.294175301,0.166632428,0.110580916,0.096821838,0.084937944,0.110580916,0.100840628,0.112648064,0.282463999,0.337634353,0.294245073,0.282463999,0.323340975,0.236245315,0.282463999,0.337634353,0.294245073,0.393708356,0.323340975,0.236245315
6/1/2020,0.353337289,-2.80,-0.58,0.12,0.06,0.06,0.25,0.11,0.09,0.211873523,0.160158536,0.143594205,0.100175464,0.006634183,0.015366956,0.098018848,0.0099042,0.021240826,0.098018848,-0.020514268,-0.028381576,0.167770009,0.047740571,0.08200544,0.185167145,0.142163193,0.121353204,0.060142441,0.087276795,0.058629256,0.060142441,0.082842439,0.075680219,0.273590636,0.354561595,0.276424489,0.273590636,0.307028725,0.275393866,0.273590636,0.354561595,0.276424489,0.41559387,0.307028725,0.275393866
7/1/2020,-0.280323865,-2.59,-0.11,0.14,0.10,0.09,0.25,0.14,0.12,0.250569473,0.201994553,0.166824697,0.148475974,0.066365477,0.042584449,0.150936986,0.002233397,0.023227366,0.150936986,-0.033444973,-0.029216061,0.28518212,0.139102947,0.132114152,0.255257731,0.199177192,0.149276449,0.019316159,-0.034133803,0.001866727,0.019316159,-0.002642704,0.024495542,0.291391992,0.346741354,0.294328298,0.291391992,0.332810855,0.318615958,0.291391992,0.346741354,0.294328298,0.443277811,0.332810855,0.318615958
8/1/2020,0.490245137,-2.88,-0.84,0.09,0.05,0.05,0.18,0.07,0.08,0.210230984,0.152741013,0.132097608,0.120860224,0.029406844,0.014869968,0.194059455,0.052699699,0.067022749,0.194059455,0.031238952,0.039124128,0.172591131,0.055002699,0.072325327,0.112974895,0.079052795,0.062938607,0.186562059,0.056218843,0.07322735,0.186562059,0.115465395,0.103477201,0.293188673,0.340225914,0.294009012,0.293188673,0.303916693,0.284895484,0.293188673,0.340225914,0.294009012,0.378555768,0.303916693,0.284895484
9/1/2020,0.665526261,-2.16,-0.19,0.02,0.02,0.04,0.09,0.02,0.04,0.100180182,0.077467496,0.081157844,-0.048460484,-0.052526607,-0.030911238,0.184339345,0.029534857,0.054323098,0.184339345,-0.002992919,0.015947106,0.040632424,-0.017010515,-0.003360597,-0.046413512,-0.005915563,-0.031669469,0.260599655,0.057037037,0.070842306,0.260599655,0.104654229,0.104683555,0.053519542,0.187212007,0.174064399,0.053519542,0.137013325,0.170418061,0.053519542,0.187212007,0.174064399,0.185613943,0.137013325,0.170418061
10/1/2020,-0.285517869,-2.20,0.16,0.07,0.04,0.06,0.15,0.04,0.07,0.157748151,0.110442868,0.098077415,0.033497029,-0.007111262,0.000845489,0.13040802,0.003663428,0.013933521,0.13040802,-0.025244106,-0.029868009,0.136857306,0.042380762,0.035268623,0.061348859,0.03810861,0.004219706,0.25436848,0.075523309,0.075398151,0.25436848,0.120355733,0.10354229,0.172473022,0.226542766,0.231039366,0.172473022,0.196507537,0.217413042,0.172473022,0.226542766,0.231039366,0.291379103,0.196507537,0.217413042
13/1/2020,0.697621525,-1.86,0.29,0.12,0.03,0.04,0.20,0.02,0.03,0.153793726,0.083069239,0.057308351,0.052007443,-0.029300518,-0.045017854,0.201234002,0.026230845,0.0262376,0.201234002,0.00684146,-0.010480799,0.07006288,-0.022297325,-0.017890031,-0.012412769,-0.043287638,-0.048096577,0.270816823,0.063306059,0.063261731,0.270816823,0.101465435,0.085155135,-0.076018387,0.013446555,0.022674554,-0.076018387,0.055345651,0.071930402,-0.076018387,0.013446555,0.022674554,0.125577532,0.055345651,0.071930402
14/1/2020,-0.151453277,-1.61,0.72,0.09,0.03,0.04,0.16,0.02,0.04,0.14127171,0.091172421,0.068289655,0.042286642,-0.016641068,-0.028453048,0.261030761,0.031565194,0.0220678,0.261030761,0.013521365,-0.025147547,0.077964328,-0.005967182,-0.005307041,0.012794077,-0.017290093,-0.02497048,0.237289226,0.065604708,0.059766164,0.237289226,0.102748751,0.07151917,0.021744587,0.062867634,0.06343401,0.021744587,0.106270278,0.116174102,0.021744587,0.062867634,0.06343401,0.204295148,0.106270278,0.116174102
