Row Labels,Sum of SrcWgtAvgGoldstein,Sum of SrcWeightAvgTone
7/16/2018,1.188,-1.375
7/17/2018,1.085,-1.421
7/18/2018,0.939,-1.380
7/19/2018,0.896,-1.453
7/20/2018,0.794,-1.702
7/21/2018,0.959,-1.800
7/22/2018,0.474,-2.029
7/23/2018,0.677,-2.179
7/24/2018,0.938,-1.684
7/25/2018,0.847,-1.478
7/26/2018,0.933,-1.438
7/27/2018,0.860,-1.469
7/28/2018,0.970,-1.489
7/29/2018,0.854,-1.463
7/30/2018,0.917,-1.549
7/31/2018,0.927,-1.319
8/1/2018,0.860,-1.443
8/2/2018,0.561,-1.621
8/3/2018,0.850,-1.672
8/4/2018,0.576,-1.649
8/5/2018,0.140,-2.144
8/6/2018,0.728,-1.697
8/7/2018,0.722,-1.677
8/8/2018,0.746,-1.721
8/9/2018,0.664,-1.636
8/10/2018,0.722,-1.566
8/11/2018,0.398,-1.761
8/12/2018,0.195,-1.695
8/13/2018,0.788,-1.612
8/14/2018,0.562,-1.504
8/15/2018,0.828,-1.418
8/16/2018,0.914,-1.393
8/17/2018,0.782,-1.341
8/18/2018,0.556,-1.545
8/19/2018,1.111,-1.601
8/20/2018,0.863,-1.557
8/21/2018,0.686,-1.592
8/22/2018,0.741,-1.699
8/23/2018,0.753,-1.634
8/24/2018,0.779,-1.344
8/25/2018,0.647,-1.617
8/26/2018,0.600,-1.725
8/27/2018,0.961,-1.338
8/28/2018,1.191,-1.066
8/29/2018,1.078,-0.937
8/30/2018,0.912,-1.154
8/31/2018,1.044,-1.294
9/1/2018,0.928,-1.659
9/2/2018,0.886,-1.501
9/3/2018,0.902,-1.576
9/4/2018,0.771,-1.380
9/5/2018,0.987,-1.269
9/6/2018,1.144,-1.214
9/7/2018,0.674,-1.440
9/8/2018,0.640,-1.563
9/9/2018,0.483,-1.515
9/10/2018,0.685,-1.105
9/11/2018,0.810,-1.708
9/12/2018,1.037,-1.567
9/13/2018,0.916,-1.305
9/14/2018,1.042,-1.274
9/15/2018,0.689,-1.720
9/16/2018,0.249,-1.627
9/17/2018,0.899,-1.302
9/18/2018,0.882,-0.859
9/19/2018,1.082,-0.992
9/20/2018,1.066,-1.223
9/21/2018,0.936,-1.131
9/22/2018,0.662,-1.420
9/23/2018,0.418,-1.850
9/24/2018,0.207,-1.428
9/25/2018,0.742,-1.282
9/26/2018,0.804,-1.304
9/27/2018,0.920,-1.038
9/28/2018,0.606,-1.319
9/29/2018,0.692,-1.682
9/30/2018,0.697,-1.583
10/1/2018,1.348,-0.620
10/2/2018,0.917,-0.787
10/3/2018,1.119,-0.870
10/4/2018,0.726,-1.284
10/5/2018,0.502,-1.395
10/6/2018,0.445,-1.196
10/7/2018,0.560,-1.205
10/8/2018,0.794,-0.830
10/9/2018,0.899,-1.165
10/10/2018,1.220,-0.960
10/11/2018,0.989,-1.058
10/12/2018,1.070,-1.345
10/13/2018,1.100,-1.036
10/14/2018,0.586,-1.260
10/15/2018,1.138,-1.237
10/16/2018,0.683,-1.633
10/17/2018,0.836,-1.552
10/18/2018,0.404,-1.609
10/19/2018,0.628,-1.804
10/20/2018,0.840,-1.660
10/21/2018,0.865,-1.507
10/22/2018,0.892,-1.595
10/23/2018,0.809,-1.703
10/24/2018,0.703,-1.483
10/25/2018,0.906,-1.405
10/26/2018,1.037,-1.365
10/27/2018,0.602,-1.873
10/28/2018,-0.034,-2.782
10/29/2018,0.611,-1.876
10/30/2018,0.548,-1.661
10/31/2018,0.782,-1.617
11/1/2018,0.914,-1.272
11/2/2018,0.674,-1.593
11/3/2018,0.668,-1.856
11/4/2018,0.440,-2.128
11/5/2018,0.660,-1.694
11/6/2018,0.887,-1.437
11/7/2018,0.852,-1.326
11/8/2018,0.974,-1.243
11/9/2018,1.161,-1.378
11/10/2018,0.841,-1.503
11/11/2018,0.796,-1.476
11/12/2018,1.247,-0.976
11/13/2018,1.275,-1.030
11/14/2018,1.050,-1.393
11/15/2018,0.974,-0.946
11/16/2018,1.008,-1.255
11/17/2018,0.782,-1.576
11/18/2018,0.870,-1.243
11/19/2018,0.739,-1.435
11/20/2018,0.552,-1.547
11/21/2018,0.645,-1.362
11/22/2018,0.454,-1.606
11/23/2018,0.777,-1.418
11/24/2018,0.732,-1.395
11/25/2018,0.525,-1.732
11/26/2018,0.453,-1.800
11/27/2018,0.703,-1.620
11/28/2018,0.773,-1.489
11/29/2018,0.857,-1.417
11/30/2018,1.122,-1.029
12/1/2018,1.234,-0.650
12/2/2018,1.128,-1.042
12/3/2018,1.279,-1.021
12/4/2018,1.070,-0.999
12/5/2018,0.986,-1.160
12/6/2018,0.823,-1.525
12/7/2018,0.797,-1.674
12/8/2018,0.641,-1.958
12/9/2018,0.820,-1.602
12/10/2018,0.805,-1.263
12/11/2018,0.764,-1.435
12/12/2018,0.694,-1.742
12/13/2018,1.003,-1.443
12/14/2018,0.480,-1.681
12/15/2018,0.606,-1.560
12/16/2018,0.771,-1.128
12/17/2018,1.016,-1.239
12/18/2018,0.867,-1.308
12/19/2018,1.066,-1.556
12/20/2018,1.150,-1.539
12/21/2018,1.222,-1.615
12/22/2018,0.912,-1.802
12/23/2018,1.013,-1.738
12/24/2018,0.890,-1.583
12/25/2018,0.652,-1.643
12/26/2018,0.921,-1.393
12/27/2018,0.996,-1.587
12/28/2018,0.804,-1.506
12/29/2018,0.701,-1.643
12/30/2018,0.789,-1.550
12/31/2018,1.000,-1.898
1/1/2019,0.873,-1.386
1/2/2019,0.855,-1.473
1/3/2019,0.821,-1.661
1/4/2019,0.774,-1.782
1/5/2019,0.999,-1.629
1/6/2019,0.787,-1.898
1/7/2019,1.127,-1.292
1/8/2019,0.970,-1.291
1/9/2019,1.121,-1.705
1/10/2019,1.150,-1.265
1/11/2019,1.013,-1.733
1/12/2019,1.145,-1.531
1/13/2019,1.056,-1.694
1/14/2019,0.960,-1.449
1/15/2019,0.914,-1.517
1/16/2019,0.449,-1.731
1/17/2019,0.551,-1.818
1/18/2019,0.423,-1.843
1/19/2019,0.797,-1.484
1/20/2019,0.883,-1.307
1/21/2019,0.767,-1.225
1/22/2019,0.826,-1.280
1/23/2019,0.912,-1.239
1/24/2019,0.764,-1.387
1/25/2019,0.869,-1.446
1/26/2019,1.167,-1.670
1/27/2019,0.804,-1.819
1/28/2019,0.932,-1.400
1/29/2019,0.757,-1.614
1/30/2019,0.656,-1.693
1/31/2019,0.829,-1.348
2/1/2019,1.079,-1.302
2/2/2019,1.092,-1.445
2/3/2019,0.483,-1.452
2/4/2019,0.993,-1.381
2/5/2019,0.977,-1.353
2/6/2019,1.273,-1.208
2/7/2019,1.025,-1.082
2/8/2019,1.222,-1.423
2/9/2019,1.118,-0.909
2/10/2019,1.095,-1.077
2/11/2019,1.040,-0.734
2/12/2019,0.967,-1.219
2/13/2019,0.829,-1.361
2/14/2019,0.966,-1.143
2/15/2019,1.016,-1.645
2/16/2019,0.885,-1.373
2/17/2019,1.128,-1.439
2/18/2019,0.751,-1.422
2/19/2019,1.051,-1.313
2/20/2019,0.841,-1.158
2/21/2019,1.082,-1.236
2/22/2019,0.821,-1.485
2/23/2019,0.832,-1.284
2/24/2019,1.207,-1.557
2/25/2019,1.202,-1.201
2/26/2019,0.936,-1.385
2/27/2019,0.928,-1.286
2/28/2019,0.968,-1.171
3/1/2019,0.806,-1.421
3/2/2019,0.505,-1.568
3/3/2019,0.648,-1.518
3/4/2019,0.930,-1.389
3/5/2019,1.061,-1.146
3/6/2019,0.833,-1.398
3/7/2019,0.656,-1.306
3/8/2019,0.761,-1.603
3/9/2019,0.510,-1.759
3/10/2019,1.010,-0.746
3/11/2019,1.054,-1.415
3/12/2019,0.891,-1.423
3/13/2019,0.666,-1.386
3/14/2019,0.568,-1.538
3/15/2019,0.520,-1.759
3/16/2019,0.096,-2.265
3/17/2019,0.145,-1.914
3/18/2019,0.712,-1.626
3/19/2019,0.514,-1.404
3/20/2019,0.850,-1.112
3/21/2019,0.703,-1.277
3/22/2019,0.755,-1.551
3/23/2019,-0.060,-1.781
3/24/2019,0.323,-1.617
3/25/2019,0.676,-1.655
3/26/2019,0.909,-1.543
3/27/2019,0.824,-1.313
3/28/2019,0.898,-1.694
3/29/2019,0.910,-1.487
3/30/2019,0.814,-1.646
3/31/2019,0.513,-1.515
4/1/2019,0.726,-1.393
4/2/2019,0.873,-1.239
4/3/2019,0.855,-1.362
4/4/2019,0.973,-1.171
4/5/2019,0.500,-1.739
4/6/2019,0.496,-1.802
4/7/2019,0.904,-1.698
4/8/2019,0.979,-1.492
4/9/2019,0.727,-1.729
4/10/2019,0.797,-1.408
4/11/2019,0.747,-2.534
4/12/2019,0.491,-2.529
4/13/2019,0.421,-2.048
4/14/2019,0.800,-2.232
4/15/2019,0.825,-1.725
4/16/2019,0.942,-1.379
4/17/2019,0.722,-1.583
4/18/2019,0.835,-1.410
4/19/2019,0.857,-1.413
4/20/2019,0.466,-1.940
4/21/2019,0.191,-2.259
4/22/2019,0.746,-1.517
4/23/2019,1.090,-1.249
4/24/2019,0.840,-1.206
4/25/2019,0.814,-1.180
4/26/2019,0.760,-1.519
4/27/2019,0.820,-1.763
4/28/2019,0.602,-1.604
4/29/2019,0.970,-1.149
4/30/2019,0.814,-1.399
5/1/2019,0.405,-2.095
5/2/2019,0.627,-1.814
5/3/2019,0.904,-1.626
5/4/2019,0.723,-1.264
5/5/2019,0.471,-2.009
5/6/2019,0.881,-0.950
5/7/2019,1.174,-1.303
5/8/2019,0.969,-1.149
5/9/2019,0.769,-1.413
5/10/2019,0.974,-1.514
5/11/2019,0.847,-1.588
5/12/2019,0.782,-1.258
5/13/2019,0.675,-1.828
5/14/2019,0.862,-1.445
5/15/2019,0.837,-1.500
5/16/2019,0.616,-1.678
5/17/2019,1.043,-1.499
5/18/2019,1.065,-1.315
5/19/2019,0.522,-1.548
5/20/2019,0.745,-1.503
5/21/2019,0.780,-1.353
5/22/2019,0.927,-1.275
5/23/2019,0.848,-1.353
5/24/2019,0.996,-1.544
5/25/2019,1.098,-1.347
5/26/2019,0.940,-1.472
5/27/2019,1.102,-0.944
5/28/2019,0.906,-0.988
5/29/2019,0.853,-1.312
5/30/2019,0.933,-1.403
5/31/2019,0.572,-1.959
6/1/2019,0.476,-1.627
6/2/2019,0.647,-1.556
6/3/2019,0.928,-1.453
6/4/2019,0.752,-1.065
6/5/2019,0.935,-1.207
6/6/2019,0.949,-0.962
6/7/2019,0.653,-1.411
6/8/2019,0.930,-1.764
6/9/2019,0.850,-1.454
6/10/2019,0.632,-1.409
6/11/2019,0.900,-1.305
6/12/2019,1.046,-1.108
6/13/2019,0.915,-1.574
6/14/2019,0.734,-1.668
6/15/2019,0.675,-1.632
6/16/2019,0.551,-1.768
6/17/2019,0.713,-1.534
6/18/2019,0.942,-1.316
6/19/2019,0.834,-1.265
6/20/2019,0.756,-1.495
6/21/2019,0.671,-1.354
6/22/2019,0.430,-1.689
6/23/2019,-0.196,-2.073
6/24/2019,0.337,-1.796
6/25/2019,0.653,-1.460
6/26/2019,0.876,-1.403
6/27/2019,0.759,-1.618
6/28/2019,0.894,-1.286
6/29/2019,1.321,-1.042
6/30/2019,1.269,-1.131
7/1/2019,1.086,-1.165
7/2/2019,1.273,-1.155
7/3/2019,1.131,-1.328
7/4/2019,1.255,-0.672
7/5/2019,0.959,-0.975
7/6/2019,0.745,-1.432
7/7/2019,1.393,-1.155
7/8/2019,1.036,-1.274
7/9/2019,0.901,-1.580
7/10/2019,0.914,-1.341
7/11/2019,0.745,-1.410
7/12/2019,1.058,-1.279
7/13/2019,0.605,-1.751
7/14/2019,0.696,-1.846
7/15/2019,0.853,-1.686
7/16/2019,0.545,-1.940
7/17/2019,0.668,-1.902
7/18/2019,0.709,-1.735
7/19/2019,0.678,-1.470
7/20/2019,0.468,-1.564
7/21/2019,0.809,-1.640
7/22/2019,0.836,-1.579
7/23/2019,0.935,-1.388
7/24/2019,0.619,-1.471
7/25/2019,0.716,-1.483
7/26/2019,0.879,-1.541
7/27/2019,0.803,-1.923
7/28/2019,0.513,-1.808
7/29/2019,0.773,-1.517
7/30/2019,0.649,-1.957
7/31/2019,0.518,-1.717
8/1/2019,0.755,-1.504
8/2/2019,0.885,-1.800
8/3/2019,0.645,-1.885
8/4/2019,0.516,-2.094
8/5/2019,0.842,-1.722
8/6/2019,0.744,-1.972
8/7/2019,0.710,-1.453
8/8/2019,0.657,-1.619
8/9/2019,0.632,-1.550
8/10/2019,0.272,-1.904
8/11/2019,0.299,-1.703
8/12/2019,0.894,-1.378
8/13/2019,0.828,-1.427
8/14/2019,0.629,-1.625
8/15/2019,0.705,-1.484
8/16/2019,0.649,-1.346
8/17/2019,0.408,-1.440
8/18/2019,0.323,-2.049
8/19/2019,0.884,-1.307
8/20/2019,0.854,-1.532
8/21/2019,0.848,-1.728
8/22/2019,0.804,-1.549
8/23/2019,0.741,-1.714
8/24/2019,1.022,-1.553
8/25/2019,1.398,-1.330
8/26/2019,1.124,-1.343
8/27/2019,1.056,-1.337
8/28/2019,1.072,-1.292
8/29/2019,1.034,-1.178
8/30/2019,1.110,-1.047
8/31/2019,0.642,-1.515
9/1/2019,0.269,-1.797
9/2/2019,1.046,-1.023
9/3/2019,0.920,-1.353
9/4/2019,1.023,-1.175
9/5/2019,0.982,-1.269
9/6/2019,1.143,-1.011
9/7/2019,1.299,-1.351
9/8/2019,0.909,-1.816
9/9/2019,1.243,-1.266
9/10/2019,1.237,-1.050
9/11/2019,0.784,-1.345
9/12/2019,0.777,-1.455
9/13/2019,1.076,-1.289
9/14/2019,0.290,-2.039
9/15/2019,0.412,-1.920
9/16/2019,0.708,-1.662
9/17/2019,0.776,-1.515
9/18/2019,0.681,-1.375
9/19/2019,0.872,-1.480
9/20/2019,1.017,-1.328
9/21/2019,0.991,-1.584
9/22/2019,0.804,-1.461
9/23/2019,1.176,-0.935
9/24/2019,1.119,-1.274
9/25/2019,1.056,-1.293
9/26/2019,0.938,-1.247
9/27/2019,0.964,-1.578
9/28/2019,0.857,-1.568
9/29/2019,0.806,-1.512
9/30/2019,0.735,-1.543
10/1/2019,0.984,-1.428
10/2/2019,0.926,-1.318
10/3/2019,0.923,-1.173
10/4/2019,1.150,-1.176
10/5/2019,1.083,-1.285
10/6/2019,0.852,-1.526
10/7/2019,0.908,-1.564
10/8/2019,1.165,-1.262
10/9/2019,0.845,-1.454
10/10/2019,0.507,-1.608
10/11/2019,0.741,-1.620
10/12/2019,0.339,-2.022
10/13/2019,0.667,-1.926
10/14/2019,1.067,-1.320
10/15/2019,0.953,-1.417
10/16/2019,0.926,-1.540
10/17/2019,1.286,-1.373
10/18/2019,0.710,-1.706
10/19/2019,0.694,-1.782
10/20/2019,0.656,-1.498
10/21/2019,0.836,-1.632
10/22/2019,0.870,-1.405
10/23/2019,0.934,-1.430
10/24/2019,0.894,-1.510
10/25/2019,0.967,-1.148
10/26/2019,0.979,-1.539
10/27/2019,0.041,-1.975
10/28/2019,0.497,-1.479
10/29/2019,0.640,-1.414
10/30/2019,0.752,-1.499
10/31/2019,0.757,-1.670
11/1/2019,0.872,-1.576
11/2/2019,0.758,-1.530
11/3/2019,0.602,-1.504
11/4/2019,0.853,-1.438
11/5/2019,0.956,-1.268
11/6/2019,0.932,-1.021
11/7/2019,0.945,-1.137
11/8/2019,1.008,-1.212
11/9/2019,0.774,-1.423
11/10/2019,0.725,-1.332
11/11/2019,0.644,-1.593
11/12/2019,1.234,-1.173
11/13/2019,0.980,-1.492
11/14/2019,0.929,-1.296
11/15/2019,1.035,-1.346
11/16/2019,0.600,-1.832
11/17/2019,0.654,-1.680
11/18/2019,0.799,-1.551
11/19/2019,0.823,-1.843
11/20/2019,0.709,-1.582
11/21/2019,0.954,-1.477
11/22/2019,0.918,-1.532
11/23/2019,0.612,-1.730
11/24/2019,0.575,-1.640
11/25/2019,0.943,-1.190
11/26/2019,0.731,-1.335
11/27/2019,0.724,-1.659
11/28/2019,0.814,-1.537
11/29/2019,1.077,-1.522
11/30/2019,0.409,-2.060
12/1/2019,0.374,-2.043
12/2/2019,0.794,-1.535
12/3/2019,1.091,-1.274
12/4/2019,1.194,-1.273
12/5/2019,1.041,-1.499
12/6/2019,0.876,-1.385
12/7/2019,0.561,-1.732
12/8/2019,0.893,-1.127
12/9/2019,0.960,-1.529
12/10/2019,1.151,-1.025
12/11/2019,0.876,-1.315
12/12/2019,1.011,-1.260
12/13/2019,0.879,-0.816
12/14/2019,0.782,-1.285
12/15/2019,1.056,-1.273
12/16/2019,0.816,-1.344
12/17/2019,0.802,-1.499
12/18/2019,0.821,-1.586
12/19/2019,0.893,-1.786
12/20/2019,1.036,-1.510
12/21/2019,0.396,-2.114
12/22/2019,0.706,-1.620
12/23/2019,0.263,-1.812
12/24/2019,0.634,-1.523
12/25/2019,1.052,-0.892
12/26/2019,0.704,-1.389
12/27/2019,0.584,-1.459
12/28/2019,0.151,-2.054
12/29/2019,0.228,-2.325
12/30/2019,0.048,-2.283
12/31/2019,-0.597,-2.632
1/1/2020,-3.363,-3.417
1/2/2020,-0.525,-3.611
1/3/2020,-1.039,-3.179
1/4/2020,-1.028,-3.221
1/5/2020,-1.593,-3.681
1/6/2020,-0.583,-2.799
1/7/2020,-0.113,-2.586
1/8/2020,-0.835,-2.883
1/9/2020,-0.189,-2.164
1/10/2020,0.162,-2.196
1/11/2020,-0.499,-2.580
1/12/2020,-0.161,-2.534
1/13/2020,0.287,-1.864
1/14/2020,0.715,-1.609
1/15/2020,0.738,-1.541
1/16/2020,1.157,-1.383
1/17/2020,0.391,-1.708
1/18/2020,0.941,-1.425
1/19/2020,0.743,-1.979
1/20/2020,0.672,-1.390
1/21/2020,0.702,-1.561
1/22/2020,0.851,-1.636
1/23/2020,0.821,-1.867
1/24/2020,0.533,-2.246
1/25/2020,0.463,-2.143
1/26/2020,0.268,-2.162
1/27/2020,0.463,-1.655
1/28/2020,0.649,-1.696
1/29/2020,0.720,-1.216
1/30/2020,1.170,-1.208
1/31/2020,0.680,-1.653
2/1/2020,0.596,-1.820
2/2/2020,0.665,-1.442
2/3/2020,1.124,-1.104
2/4/2020,0.815,-1.478
2/5/2020,0.600,-1.444
2/6/2020,0.977,-1.422
2/7/2020,0.905,-1.496
2/8/2020,0.624,-1.770
2/9/2020,0.572,-1.508
2/10/2020,0.565,-1.322
2/11/2020,0.720,-1.256
2/12/2020,0.829,-1.197
2/13/2020,0.810,-1.352
2/14/2020,0.721,-1.174
2/15/2020,0.919,-1.464
2/16/2020,0.546,-1.611
2/17/2020,1.081,-1.488
2/18/2020,0.965,-1.633
2/19/2020,0.805,-1.336
2/20/2020,1.303,-1.235
2/21/2020,1.035,-1.041
2/22/2020,1.212,-1.141
2/23/2020,0.868,-1.350
2/24/2020,0.948,-1.230
2/25/2020,0.709,-1.343
2/26/2020,0.661,-1.918
2/27/2020,0.632,-1.748
2/28/2020,1.050,-1.228
2/29/2020,1.812,-0.866
3/1/2020,1.186,-1.512
3/2/2020,1.175,-1.311
3/3/2020,1.070,-1.068
3/4/2020,1.044,-1.286
3/5/2020,0.907,-1.313
3/6/2020,0.793,-1.802
3/7/2020,0.793,-1.734
3/8/2020,0.686,-1.570
3/9/2020,1.057,-1.287
3/10/2020,1.310,-1.571
3/11/2020,0.815,-1.911
3/12/2020,0.181,-2.766
3/13/2020,0.319,-2.289
3/14/2020,0.615,-2.321
3/15/2020,0.827,-2.164
3/16/2020,0.801,-1.918
3/17/2020,0.708,-2.187
3/18/2020,0.644,-2.165
3/19/2020,0.996,-1.967
3/20/2020,1.056,-2.168
3/21/2020,1.037,-2.048
3/22/2020,1.262,-2.377
3/23/2020,1.330,-1.953
3/24/2020,1.226,-1.852
3/25/2020,1.346,-1.804
3/26/2020,1.268,-1.920
3/27/2020,1.162,-1.973
3/28/2020,1.151,-2.069
3/29/2020,0.865,-2.049
3/30/2020,1.317,-1.635
3/31/2020,1.355,-1.708
4/1/2020,1.059,-2.069
4/2/2020,0.941,-2.466
4/3/2020,0.943,-2.277
4/4/2020,0.925,-2.297
4/5/2020,0.928,-2.319
4/6/2020,1.103,-1.773
4/7/2020,0.941,-2.039
4/8/2020,1.097,-1.604
4/9/2020,1.130,-1.765
4/10/2020,0.981,-1.791
4/11/2020,0.783,-2.268
4/12/2020,1.081,-2.129
4/13/2020,1.391,-1.701
4/14/2020,1.321,-1.543
4/15/2020,1.266,-2.049
4/16/2020,1.351,-1.687
4/17/2020,1.563,-1.599
4/18/2020,1.118,-2.048
4/19/2020,0.856,-2.080
4/20/2020,0.976,-1.662
4/21/2020,1.141,-1.891
4/22/2020,0.764,-1.658
4/23/2020,0.967,-1.727
4/24/2020,1.176,-1.555
4/25/2020,1.278,-1.727
4/26/2020,0.561,-1.748
4/27/2020,1.130,-1.793
4/28/2020,1.058,-1.427
4/29/2020,0.884,-1.348
4/30/2020,0.890,-1.550
5/1/2020,0.945,-1.459
5/2/2020,0.903,-1.854
5/3/2020,0.504,-2.162
5/4/2020,0.814,-1.923
5/5/2020,0.947,-1.753
5/6/2020,1.070,-1.511
5/7/2020,0.849,-1.929
5/8/2020,0.898,-1.816
5/9/2020,0.917,-1.854
5/10/2020,0.876,-2.344
5/11/2020,1.066,-1.816
5/12/2020,0.810,-1.736
5/13/2020,0.760,-1.866
5/14/2020,0.900,-1.996
5/15/2020,0.989,-1.799
5/16/2020,0.815,-1.952
5/17/2020,0.654,-2.301
5/18/2020,0.763,-1.616
5/19/2020,0.821,-1.448
5/20/2020,0.876,-1.626
5/21/2020,1.042,-1.807
5/22/2020,1.100,-1.652
5/23/2020,1.044,-1.851
5/24/2020,0.534,-1.782
5/25/2020,0.783,-1.759
5/26/2020,0.920,-1.637
5/27/2020,0.554,-2.100
5/28/2020,0.337,-2.372
5/29/2020,-0.118,-2.812
5/30/2020,-0.242,-3.417
5/31/2020,-0.411,-3.618
6/1/2020,-0.385,-3.511
6/2/2020,-0.249,-3.388
6/3/2020,-0.295,-3.523
6/4/2020,0.112,-3.028
6/5/2020,-0.092,-2.829
6/6/2020,-1.050,-2.754
6/7/2020,-0.879,-3.079
6/8/2020,-0.245,-2.810
6/9/2020,0.233,-2.527
6/10/2020,0.322,-2.531
6/11/2020,0.403,-2.446
6/12/2020,0.303,-2.604
6/13/2020,0.087,-2.717
6/14/2020,-0.275,-2.725
6/15/2020,0.384,-2.520
6/16/2020,0.637,-2.279
6/17/2020,0.458,-2.284
6/18/2020,0.493,-2.271
6/19/2020,0.308,-2.140
6/20/2020,0.353,-2.558
6/21/2020,0.093,-2.472
6/22/2020,0.666,-1.880
6/23/2020,0.647,-1.724
6/24/2020,0.732,-1.963
6/25/2020,0.795,-1.981
6/26/2020,0.480,-2.118
6/27/2020,0.062,-2.360
6/28/2020,0.174,-2.205
6/29/2020,0.327,-2.083
6/30/2020,0.536,-1.834
7/1/2020,0.964,-1.463
7/2/2020,0.948,-1.539
7/3/2020,0.598,-1.810
7/4/2020,0.484,-1.859
7/5/2020,0.355,-1.749
7/6/2020,0.477,-1.874
7/7/2020,0.599,-1.997
7/8/2020,0.783,-1.838
7/9/2020,0.742,-1.739
7/10/2020,0.807,-1.573
7/11/2020,0.706,-1.788
7/12/2020,0.162,-2.008
7/13/2020,0.677,-1.910
7/14/2020,0.742,-1.747
7/15/2020,0.830,-1.691
7/16/2020,0.679,-1.730
7/17/2020,0.641,-1.669
7/18/2020,0.472,-2.261
7/19/2020,0.067,-2.151
7/20/2020,0.546,-1.727
7/21/2020,0.719,-1.791
7/22/2020,0.597,-1.880
7/23/2020,0.759,-1.658
7/24/2020,0.596,-1.878
7/25/2020,0.653,-2.011
7/26/2020,0.315,-2.157
7/27/2020,0.709,-1.865
7/28/2020,0.567,-1.575
7/29/2020,0.733,-1.659
7/30/2020,0.801,-1.597
7/31/2020,0.846,-1.759
8/1/2020,0.936,-1.655
8/2/2020,0.528,-1.794
8/3/2020,1.153,-1.588
8/4/2020,0.584,-1.660
8/5/2020,0.811,-1.658
8/6/2020,0.728,-2.013
8/7/2020,0.522,-1.912
8/8/2020,0.104,-2.742
8/9/2020,0.661,-2.103
8/10/2020,0.721,-1.742
8/11/2020,0.744,-1.522
8/12/2020,1.012,-1.208
8/13/2020,1.172,-1.096
8/14/2020,1.095,-1.534
8/15/2020,0.776,-1.511
8/16/2020,0.847,-1.478
8/17/2020,0.537,-1.346
8/18/2020,0.584,-1.762
8/19/2020,0.550,-1.469
8/20/2020,0.629,-1.401
8/21/2020,0.635,-1.676
8/22/2020,0.602,-1.927
8/23/2020,0.210,-2.097
8/24/2020,0.693,-1.602
8/25/2020,0.654,-1.683
8/26/2020,0.425,-1.775
8/27/2020,0.605,-1.613
8/28/2020,0.772,-1.563
8/29/2020,0.488,-1.707
8/30/2020,0.287,-2.120
8/31/2020,0.932,-1.476
9/1/2020,0.664,-1.842
9/2/2020,0.844,-1.820
9/3/2020,0.554,-2.017
9/4/2020,0.689,-1.719
9/5/2020,0.375,-2.001
9/6/2020,0.451,-2.413
9/7/2020,0.473,-2.083
9/8/2020,0.543,-1.822
9/9/2020,0.840,-1.472
9/10/2020,0.869,-1.659
9/11/2020,0.752,-1.614
9/12/2020,1.155,-1.475
9/13/2020,0.888,-1.767
9/14/2020,0.871,-1.436
9/15/2020,0.422,-1.592
9/16/2020,0.659,-1.508
9/17/2020,0.770,-1.304
9/18/2020,0.728,-1.586
9/19/2020,0.739,-1.375
9/20/2020,0.511,-1.213
9/21/2020,0.618,-1.342
9/22/2020,0.847,-1.438
9/23/2020,0.605,-1.598
9/24/2020,0.547,-1.532
9/25/2020,0.708,-1.264
9/26/2020,0.377,-1.697
9/27/2020,0.650,-1.522
9/28/2020,0.651,-1.505
9/29/2020,0.884,-1.298
9/30/2020,0.749,-1.443
10/1/2020,1.010,-1.494
10/2/2020,1.014,-1.541
10/3/2020,0.734,-1.500
10/4/2020,0.771,-1.522
10/5/2020,0.894,-1.438
10/6/2020,0.720,-1.536
10/7/2020,0.995,-1.552
10/8/2020,1.107,-1.198
10/9/2020,1.059,-1.371
10/10/2020,0.794,-1.530
10/11/2020,0.702,-1.417
10/12/2020,0.854,-1.163
10/13/2020,1.050,-1.585
10/14/2020,1.379,-0.819
10/15/2020,1.130,-1.194
10/16/2020,0.664,-1.534
10/17/2020,0.785,-1.523
10/18/2020,0.970,-1.621
10/19/2020,1.046,-1.405
10/20/2020,0.989,-1.037
10/21/2020,0.541,-1.283
10/22/2020,0.800,-1.568
10/23/2020,0.413,-2.047
10/24/2020,0.824,-2.200
10/25/2020,0.582,-1.723
10/26/2020,0.743,-1.679
10/27/2020,0.679,-1.177
10/28/2020,0.996,-1.233
10/29/2020,0.846,-1.349
10/30/2020,1.104,-1.134
10/31/2020,0.883,-1.503
11/1/2020,1.082,-1.634
11/2/2020,0.888,-1.100
11/3/2020,0.570,-1.519
11/4/2020,0.610,-1.141
11/5/2020,0.709,-1.300
11/6/2020,1.057,-1.439
11/7/2020,0.744,-2.357
11/8/2020,1.135,0.962
11/9/2020,1.383,-0.537
11/10/2020,1.153,-1.377
11/11/2020,1.124,-0.710
11/12/2020,1.106,-1.010
11/13/2020,1.009,-1.096
11/14/2020,-0.132,-1.640
11/15/2020,0.714,-1.634
11/16/2020,1.274,-1.333
11/17/2020,1.265,-1.005
11/18/2020,1.277,-1.239
11/19/2020,1.027,-1.286
11/20/2020,1.060,-1.335
11/21/2020,0.845,-1.659
11/22/2020,0.409,-1.575
11/23/2020,1.018,-0.744
11/24/2020,1.141,-1.246
11/25/2020,0.995,-1.149
11/26/2020,1.250,-1.351
11/27/2020,0.857,-1.506
11/28/2020,0.777,-2.048
11/29/2020,0.752,-1.803
11/30/2020,1.066,-1.080
12/1/2020,0.950,-1.087
