Row Labels,Sum of SrcWgtAvgGoldstein,Sum of SrcWeightAvgTone
2/27/2016,0.530,-1.602
2/28/2016,0.271,-1.526
2/29/2016,0.837,-1.146
3/1/2016,0.825,-1.244
3/2/2016,0.919,-1.197
3/3/2016,0.805,-1.259
3/4/2016,0.621,-1.494
3/5/2016,0.615,-1.396
3/6/2016,0.617,-1.622
3/7/2016,0.828,-1.313
3/8/2016,0.439,-1.774
3/9/2016,0.182,-1.767
3/10/2016,0.594,-1.740
3/11/2016,0.612,-1.587
3/12/2016,0.333,-1.755
3/13/2016,0.046,-2.016
3/14/2016,0.277,-1.736
3/15/2016,0.772,-1.526
3/16/2016,0.722,-1.427
3/17/2016,0.541,-1.423
3/18/2016,0.474,-1.512
3/19/2016,0.428,-1.763
3/20/2016,0.540,-1.440
3/21/2016,0.908,-0.851
3/22/2016,0.623,-1.737
3/23/2016,0.609,-1.923
3/24/2016,0.625,-1.633
3/25/2016,0.274,-2.145
3/26/2016,-0.195,-2.236
3/27/2016,-0.103,-2.108
3/28/2016,0.473,-1.824
3/29/2016,0.799,-1.626
3/30/2016,0.783,-1.294
3/31/2016,1.021,-1.282
4/1/2016,0.928,-1.379
4/2/2016,0.514,-1.907
4/3/2016,0.352,-1.903
4/4/2016,0.872,-1.001
4/5/2016,0.851,-1.194
4/6/2016,0.788,-1.487
4/7/2016,0.920,-1.159
4/8/2016,1.056,-1.050
4/9/2016,0.665,-1.591
4/10/2016,0.764,-1.660
4/11/2016,0.407,-1.406
4/12/2016,0.785,-1.429
4/13/2016,0.851,-1.208
4/14/2016,0.572,-1.456
4/15/2016,0.597,-1.435
4/16/2016,0.682,-1.534
4/17/2016,0.654,-1.632
4/18/2016,0.720,-1.491
4/19/2016,0.722,-1.229
4/20/2016,0.936,-1.190
4/21/2016,0.961,-1.017
4/22/2016,0.960,-0.895
4/23/2016,0.799,-1.080
4/24/2016,0.774,-1.170
4/25/2016,1.200,-1.056
4/26/2016,0.629,-1.264
4/27/2016,0.514,-1.177
4/28/2016,0.591,-1.258
4/29/2016,0.602,-1.549
4/30/2016,0.467,-1.495
5/1/2016,0.503,-1.578
5/2/2016,0.417,-1.660
5/3/2016,0.404,-1.404
5/4/2016,0.737,-1.326
5/5/2016,0.559,-1.227
5/6/2016,0.606,-1.110
5/7/2016,0.580,-1.206
5/8/2016,0.469,-1.605
5/9/2016,0.767,-1.213
5/10/2016,0.881,-1.382
5/11/2016,0.932,-1.055
5/12/2016,0.807,-1.259
5/13/2016,0.395,-1.518
5/14/2016,0.503,-1.669
5/15/2016,0.449,-1.547
5/16/2016,1.007,-1.383
5/17/2016,0.909,-1.293
5/18/2016,0.975,-1.209
5/19/2016,0.944,-1.211
5/20/2016,1.053,-1.224
5/21/2016,0.304,-1.610
5/22/2016,0.014,-1.679
5/23/2016,0.811,-1.509
5/24/2016,0.836,-1.433
5/25/2016,0.729,-1.563
5/26/2016,0.992,-1.136
5/27/2016,0.686,-1.502
5/28/2016,0.495,-1.617
5/29/2016,0.340,-1.276
5/30/2016,0.634,-1.414
5/31/2016,0.661,-1.412
6/1/2016,0.767,-1.425
6/2/2016,0.842,-1.111
6/3/2016,0.881,-1.176
6/4/2016,0.459,-1.499
6/5/2016,0.531,-1.473
6/6/2016,0.226,-1.370
6/7/2016,0.743,-1.164
6/8/2016,0.322,-1.512
6/9/2016,0.715,-1.249
6/10/2016,0.529,-1.256
6/11/2016,0.195,-1.534
6/12/2016,-0.255,-2.235
6/13/2016,-0.076,-2.571
6/14/2016,0.251,-2.089
6/15/2016,0.622,-1.885
6/16/2016,0.536,-1.833
6/17/2016,0.254,-1.569
6/18/2016,0.093,-1.832
6/19/2016,0.142,-1.579
6/20/2016,0.624,-1.635
6/21/2016,0.576,-1.647
6/22/2016,0.492,-1.385
6/23/2016,0.767,-1.255
6/24/2016,0.914,-1.000
6/25/2016,0.828,-1.257
6/26/2016,0.942,-1.038
6/27/2016,1.106,-0.942
6/28/2016,0.718,-1.278
6/29/2016,0.757,-1.523
6/30/2016,0.614,-1.527
7/1/2016,0.382,-1.574
7/2/2016,0.087,-1.934
7/3/2016,0.232,-1.788
7/4/2016,-0.067,-1.675
7/5/2016,0.488,-1.333
7/6/2016,0.594,-1.609
7/7/2016,0.763,-1.558
7/8/2016,0.422,-1.598
7/9/2016,0.101,-1.710
7/10/2016,-0.332,-2.212
7/11/2016,0.288,-1.727
7/12/2016,0.802,-1.315
7/13/2016,0.792,-1.099
7/14/2016,0.896,-1.089
7/15/2016,0.478,-1.746
7/16/2016,0.087,-2.011
7/17/2016,-0.190,-2.328
7/18/2016,0.401,-2.107
7/19/2016,0.473,-1.552
7/20/2016,0.396,-1.591
7/21/2016,0.347,-1.531
7/22/2016,0.571,-1.497
7/23/2016,0.310,-1.918
7/24/2016,0.150,-1.900
7/25/2016,0.533,-1.270
7/26/2016,0.761,-0.989
7/27/2016,0.716,-1.509
7/28/2016,0.657,-1.385
7/29/2016,0.401,-1.398
7/30/2016,0.340,-1.634
7/31/2016,-0.038,-1.837
8/1/2016,-0.042,-1.644
8/2/2016,0.208,-1.627
8/3/2016,0.137,-1.919
8/4/2016,0.167,-1.789
8/5/2016,0.401,-1.893
8/6/2016,-0.013,-1.947
8/7/2016,0.123,-1.701
8/8/2016,0.307,-1.736
8/9/2016,0.438,-1.630
8/10/2016,0.469,-1.719
8/11/2016,0.434,-1.474
8/12/2016,0.096,-1.588
8/13/2016,0.253,-2.078
8/14/2016,-0.326,-2.048
8/15/2016,0.603,-1.543
8/16/2016,0.585,-1.558
8/17/2016,0.606,-1.418
8/18/2016,0.598,-1.531
8/19/2016,1.007,-1.458
8/20/2016,0.580,-1.335
8/21/2016,0.180,-1.592
8/22/2016,0.747,-1.210
8/23/2016,0.711,-1.271
8/24/2016,0.368,-1.671
8/25/2016,0.479,-1.578
8/26/2016,0.726,-1.495
8/27/2016,0.699,-1.670
8/28/2016,0.303,-1.783
8/29/2016,0.375,-1.711
8/30/2016,0.467,-1.637
8/31/2016,0.483,-1.384
9/1/2016,0.739,-1.401
9/2/2016,0.622,-1.390
9/3/2016,0.820,-1.233
9/4/2016,0.615,-1.320
9/5/2016,0.769,-1.348
9/6/2016,0.776,-1.367
9/7/2016,0.807,-1.162
9/8/2016,0.662,-1.462
9/9/2016,0.818,-1.620
9/10/2016,0.512,-1.841
9/11/2016,0.510,-2.057
9/12/2016,0.714,-1.476
9/13/2016,0.727,-1.604
9/14/2016,1.190,-1.249
9/15/2016,0.905,-1.248
9/16/2016,0.779,-1.517
9/17/2016,0.201,-1.833
9/18/2016,0.268,-2.186
9/19/2016,0.698,-1.638
9/20/2016,0.831,-1.432
9/21/2016,0.789,-1.383
9/22/2016,0.498,-1.619
9/23/2016,0.622,-1.697
9/24/2016,0.502,-1.817
9/25/2016,0.619,-1.699
9/26/2016,0.877,-1.206
9/27/2016,1.085,-1.509
9/28/2016,0.791,-1.556
9/29/2016,0.728,-1.537
9/30/2016,0.691,-1.504
10/1/2016,0.288,-1.886
10/2/2016,0.244,-1.977
10/3/2016,0.459,-1.532
10/4/2016,0.737,-1.564
10/5/2016,0.692,-1.478
10/6/2016,0.719,-1.359
10/7/2016,0.414,-1.301
10/8/2016,0.466,-1.588
10/9/2016,0.003,-2.094
10/10/2016,0.497,-1.742
10/11/2016,0.732,-1.182
10/12/2016,0.613,-1.622
10/13/2016,0.562,-1.486
10/14/2016,0.647,-1.280
10/15/2016,0.323,-2.045
10/16/2016,-0.497,-2.315
10/17/2016,0.070,-1.489
10/18/2016,0.836,-1.398
10/19/2016,0.393,-1.606
10/20/2016,0.427,-1.730
10/21/2016,0.764,-1.460
10/22/2016,0.503,-1.915
10/23/2016,0.183,-1.936
10/24/2016,0.772,-1.360
10/25/2016,0.964,-1.239
10/26/2016,0.887,-1.166
10/27/2016,0.702,-1.109
10/28/2016,0.835,-1.305
10/29/2016,0.733,-0.968
10/30/2016,0.763,-0.984
10/31/2016,0.810,-1.153
11/1/2016,0.933,-1.137
11/2/2016,0.751,-1.128
11/3/2016,0.359,-1.265
11/4/2016,0.287,-1.321
11/5/2016,0.111,-1.761
11/6/2016,0.176,-1.520
11/7/2016,0.669,-1.078
11/8/2016,0.521,-1.036
11/9/2016,0.935,0.006
11/10/2016,0.793,-0.574
11/11/2016,0.839,-0.978
11/12/2016,0.058,-1.497
11/13/2016,0.551,-1.489
11/14/2016,0.880,-1.265
11/15/2016,0.683,-1.206
11/16/2016,0.870,-1.041
11/17/2016,0.930,-1.011
11/18/2016,1.124,-0.913
11/19/2016,0.945,-1.351
11/20/2016,0.976,-0.772
11/21/2016,0.999,-0.684
11/22/2016,0.903,-1.021
11/23/2016,1.014,-0.763
11/24/2016,1.054,-0.901
11/25/2016,0.874,-1.219
11/26/2016,0.682,-1.375
11/27/2016,0.697,-1.181
11/28/2016,0.834,-1.259
11/29/2016,0.880,-1.253
11/30/2016,0.759,-1.046
12/1/2016,0.915,-1.098
12/2/2016,0.716,-1.161
12/3/2016,0.800,-1.193
12/4/2016,0.607,-1.193
12/5/2016,0.964,-1.351
12/6/2016,0.897,-1.378
12/7/2016,0.979,-1.114
12/8/2016,0.928,-1.238
12/9/2016,0.724,-1.335
12/10/2016,0.852,-1.240
12/11/2016,0.581,-1.380
12/12/2016,0.992,-1.028
12/13/2016,0.865,-1.038
12/14/2016,1.068,-1.006
12/15/2016,0.862,-1.288
12/16/2016,0.828,-1.280
12/17/2016,0.666,-1.566
12/18/2016,0.338,-1.654
12/19/2016,0.610,-1.716
12/20/2016,0.143,-1.696
12/21/2016,0.567,-1.259
12/22/2016,0.449,-1.725
12/23/2016,0.686,-1.525
12/24/2016,0.302,-1.933
12/25/2016,0.609,-1.522
12/26/2016,0.658,-1.581
12/27/2016,0.655,-1.635
12/28/2016,0.581,-1.665
12/29/2016,0.298,-1.751
12/30/2016,0.403,-1.899
12/31/2016,0.458,-1.584
1/1/2017,0.586,-1.680
1/2/2017,0.260,-1.653
1/3/2017,0.593,-1.692
1/4/2017,0.627,-1.224
1/5/2017,0.594,-1.420
1/6/2017,0.773,-1.372
1/7/2017,0.462,-1.397
1/8/2017,0.214,-1.512
1/9/2017,0.438,-1.251
1/10/2017,0.520,-1.467
1/11/2017,0.704,-1.484
1/12/2017,0.722,-1.136
1/13/2017,0.976,-1.031
1/14/2017,1.036,-1.043
1/15/2017,0.830,-1.329
1/16/2017,0.901,-1.196
1/17/2017,0.938,-1.097
1/18/2017,0.501,-1.486
1/19/2017,0.401,-1.353
1/20/2017,0.696,-0.945
1/21/2017,0.609,-0.833
1/22/2017,0.687,-1.034
1/23/2017,1.033,-0.942
1/24/2017,1.187,-0.820
1/25/2017,0.766,-1.076
1/26/2017,0.752,-1.383
1/27/2017,0.765,-1.383
1/28/2017,0.440,-2.084
1/29/2017,-0.351,-2.775
1/30/2017,-0.084,-2.534
1/31/2017,-0.006,-2.211
2/1/2017,0.180,-1.751
2/2/2017,0.369,-1.752
2/3/2017,0.391,-1.682
2/4/2017,0.040,-2.021
2/5/2017,-0.052,-2.178
2/6/2017,0.351,-1.698
2/7/2017,0.613,-1.572
2/8/2017,0.521,-1.528
2/9/2017,0.481,-1.609
2/10/2017,0.657,-1.520
2/11/2017,0.604,-1.291
2/12/2017,0.200,-1.341
2/13/2017,0.649,-1.130
2/14/2017,0.821,-1.178
2/15/2017,0.940,-1.055
2/16/2017,0.847,-1.247
2/17/2017,0.881,-1.342
2/18/2017,0.666,-1.442
2/19/2017,0.461,-1.557
2/20/2017,0.834,-1.038
2/21/2017,0.742,-1.441
2/22/2017,0.695,-1.572
2/23/2017,0.635,-1.235
2/24/2017,0.683,-1.459
2/25/2017,0.553,-1.327
2/26/2017,0.591,-1.056
2/27/2017,0.669,-0.920
2/28/2017,0.468,-1.225
3/1/2017,0.540,-1.283
3/2/2017,0.713,-1.192
3/3/2017,0.927,-1.130
3/4/2017,0.594,-1.560
3/5/2017,0.080,-1.756
3/6/2017,0.396,-1.621
3/7/2017,0.340,-1.848
3/8/2017,0.480,-1.535
3/9/2017,0.560,-1.381
3/10/2017,0.778,-1.256
3/11/2017,0.761,-1.494
3/12/2017,0.503,-1.336
3/13/2017,1.019,-0.912
3/14/2017,0.943,-1.001
3/15/2017,0.712,-1.164
3/16/2017,0.778,-1.137
3/17/2017,0.766,-1.203
3/18/2017,0.506,-1.259
3/19/2017,0.826,-1.050
3/20/2017,1.045,-1.099
3/21/2017,0.901,-1.125
3/22/2017,0.629,-1.247
3/23/2017,0.252,-1.777
3/24/2017,0.568,-1.419
3/25/2017,0.340,-1.725
3/26/2017,-0.026,-2.071
3/27/2017,0.823,-1.471
3/28/2017,0.830,-1.131
3/29/2017,0.766,-1.041
3/30/2017,0.821,-1.336
3/31/2017,0.602,-1.405
4/1/2017,0.552,-1.649
4/2/2017,0.534,-1.532
4/3/2017,0.771,-1.343
4/4/2017,0.674,-1.474
4/5/2017,0.655,-1.685
4/6/2017,0.607,-1.596
4/7/2017,-0.971,-3.011
4/8/2017,-0.876,-2.856
4/9/2017,-0.780,-2.729
4/10/2017,0.028,-2.004
4/11/2017,0.654,-2.076
4/12/2017,0.765,-1.923
4/13/2017,0.249,-1.903
4/14/2017,-0.200,-2.074
4/15/2017,-0.271,-2.179
4/16/2017,0.143,-2.308
4/17/2017,0.508,-1.707
4/18/2017,0.700,-1.508
4/19/2017,0.732,-1.432
4/20/2017,0.558,-1.410
4/21/2017,0.651,-1.402
4/22/2017,0.483,-1.585
4/23/2017,-0.085,-1.951
4/24/2017,0.447,-1.653
4/25/2017,0.469,-1.509
4/26/2017,0.631,-1.552
4/27/2017,0.885,-1.263
4/28/2017,0.839,-1.362
4/29/2017,0.357,-1.572
4/30/2017,0.185,-1.536
5/1/2017,0.790,-1.280
5/2/2017,0.546,-1.667
5/3/2017,0.670,-1.359
5/4/2017,0.798,-0.996
5/5/2017,0.359,-1.355
5/6/2017,0.277,-1.317
5/7/2017,0.296,-1.568
5/8/2017,0.946,-1.088
5/9/2017,0.814,-0.767
5/10/2017,1.038,-0.987
5/11/2017,0.937,-1.108
5/12/2017,0.931,-1.277
5/13/2017,0.800,-1.130
5/14/2017,0.730,-1.080
5/15/2017,0.679,-1.466
5/16/2017,0.843,-1.339
5/17/2017,0.927,-1.203
5/18/2017,0.926,-1.371
5/19/2017,0.675,-1.852
5/20/2017,1.136,-1.216
5/21/2017,0.863,-1.159
5/22/2017,1.171,-1.176
5/23/2017,0.852,-1.397
5/24/2017,0.774,-1.318
5/25/2017,0.796,-1.292
5/26/2017,0.828,-1.492
5/27/2017,0.557,-1.719
5/28/2017,0.418,-1.427
5/29/2017,0.670,-1.343
5/30/2017,0.780,-1.248
5/31/2017,0.812,-1.357
6/1/2017,0.940,-1.397
6/2/2017,0.995,-1.086
6/3/2017,0.567,-1.573
6/4/2017,0.675,-2.120
6/5/2017,0.658,-1.841
6/6/2017,0.608,-1.543
6/7/2017,1.027,-1.150
6/8/2017,0.939,-1.264
6/9/2017,0.775,-1.239
6/10/2017,0.402,-1.722
6/11/2017,0.243,-2.084
6/12/2017,0.398,-1.343
6/13/2017,0.683,-1.526
6/14/2017,0.800,-1.224
6/15/2017,0.935,-1.179
6/16/2017,0.670,-1.593
6/17/2017,0.190,-2.198
6/18/2017,-0.075,-2.170
6/19/2017,0.368,-1.817
6/20/2017,0.382,-1.984
6/21/2017,0.687,-1.309
6/22/2017,0.631,-1.375
6/23/2017,0.356,-1.801
6/24/2017,0.233,-1.550
6/25/2017,0.372,-1.603
6/26/2017,0.732,-1.115
6/27/2017,0.516,-1.540
6/28/2017,0.513,-1.174
6/29/2017,0.687,-1.067
6/30/2017,0.540,-1.143
7/1/2017,0.583,-1.491
7/2/2017,0.602,-1.373
7/3/2017,0.870,-1.179
7/4/2017,0.522,-1.164
7/5/2017,0.940,-1.171
7/6/2017,0.868,-1.339
7/7/2017,0.872,-1.641
7/8/2017,0.918,-1.642
7/9/2017,0.641,-1.202
7/10/2017,0.992,-1.347
7/11/2017,0.873,-1.470
7/12/2017,0.911,-1.589
7/13/2017,0.897,-1.348
7/14/2017,0.605,-1.570
7/15/2017,0.336,-1.734
7/16/2017,0.238,-1.834
7/17/2017,0.577,-1.507
7/18/2017,0.766,-1.545
7/19/2017,0.665,-1.357
7/20/2017,0.685,-1.365
7/21/2017,0.620,-1.732
7/22/2017,0.111,-1.890
7/23/2017,0.317,-1.868
7/24/2017,0.846,-1.576
7/25/2017,0.590,-1.306
7/26/2017,0.435,-1.727
7/27/2017,0.458,-1.598
7/28/2017,0.269,-1.719
7/29/2017,0.136,-1.602
7/30/2017,0.193,-1.451
7/31/2017,0.476,-1.600
8/1/2017,0.458,-1.778
8/2/2017,0.633,-1.695
8/3/2017,0.640,-1.869
8/4/2017,0.453,-1.734
8/5/2017,0.606,-1.915
8/6/2017,0.345,-2.002
8/7/2017,0.756,-1.400
8/8/2017,0.463,-1.724
8/9/2017,0.362,-1.506
8/10/2017,0.026,-1.872
8/11/2017,0.337,-1.870
8/12/2017,-0.125,-2.474
8/13/2017,0.243,-2.377
8/14/2017,0.476,-2.010
8/15/2017,0.571,-1.698
8/16/2017,0.707,-1.740
8/17/2017,0.530,-2.121
8/18/2017,0.113,-2.226
8/19/2017,0.238,-2.037
8/20/2017,0.148,-1.697
8/21/2017,0.470,-1.909
8/22/2017,0.547,-1.671
8/23/2017,0.549,-1.723
8/24/2017,0.755,-1.376
8/25/2017,0.374,-2.025
8/26/2017,0.065,-2.120
8/27/2017,-0.117,-1.906
8/28/2017,0.263,-1.673
8/29/2017,-0.268,-1.812
8/30/2017,0.764,-1.314
8/31/2017,0.774,-1.343
9/1/2017,0.696,-1.433
9/2/2017,0.514,-1.535
9/3/2017,0.531,-1.440
9/4/2017,0.785,-1.393
9/5/2017,0.660,-1.278
9/6/2017,0.634,-1.306
9/7/2017,0.949,-1.081
9/8/2017,0.348,-1.517
9/9/2017,0.361,-1.476
9/10/2017,0.763,-1.256
9/11/2017,0.611,-1.537
9/12/2017,0.867,-1.417
9/13/2017,0.715,-1.262
9/14/2017,0.671,-1.406
9/15/2017,0.419,-1.531
9/16/2017,0.163,-1.733
9/17/2017,0.521,-1.830
9/18/2017,0.771,-1.208
9/19/2017,0.764,-1.353
9/20/2017,1.155,-1.297
9/21/2017,0.793,-1.231
9/22/2017,0.853,-1.370
9/23/2017,0.358,-1.617
9/24/2017,0.228,-1.543
9/25/2017,0.325,-1.804
9/26/2017,0.512,-1.654
9/27/2017,0.652,-1.416
9/28/2017,0.610,-1.667
9/29/2017,0.931,-1.517
9/30/2017,0.798,-1.539
10/1/2017,0.431,-1.608
10/2/2017,-0.145,-2.337
10/3/2017,0.382,-2.092
10/4/2017,0.741,-1.713
10/5/2017,0.633,-1.497
10/6/2017,0.646,-1.296
10/7/2017,0.335,-1.590
10/8/2017,0.054,-1.642
10/9/2017,0.673,-1.222
10/10/2017,0.859,-1.220
10/11/2017,0.727,-1.349
10/12/2017,0.982,-1.552
10/13/2017,0.977,-1.310
10/14/2017,0.773,-1.504
10/15/2017,0.844,-1.512
10/16/2017,0.693,-1.596
10/17/2017,0.310,-1.656
10/18/2017,0.548,-1.472
10/19/2017,0.635,-1.437
10/20/2017,0.662,-1.498
10/21/2017,0.222,-1.805
10/22/2017,0.606,-1.150
10/23/2017,0.979,-1.117
10/24/2017,0.546,-1.630
10/25/2017,0.817,-1.509
10/26/2017,0.762,-1.442
10/27/2017,0.782,-1.282
10/28/2017,0.637,-1.575
10/29/2017,0.683,-1.347
10/30/2017,0.578,-1.564
10/31/2017,0.526,-1.610
11/1/2017,0.717,-1.585
11/2/2017,0.796,-1.591
11/3/2017,0.487,-1.714
11/4/2017,0.353,-2.003
11/5/2017,0.387,-1.736
11/6/2017,0.862,-1.236
11/7/2017,0.854,-0.909
11/8/2017,1.095,-0.906
11/9/2017,1.142,-0.872
11/10/2017,1.048,-1.044
11/11/2017,0.835,-1.216
11/12/2017,1.038,-1.256
11/13/2017,1.272,-1.035
11/14/2017,1.083,-1.342
11/15/2017,0.846,-1.408
11/16/2017,0.898,-1.222
11/17/2017,0.712,-1.513
11/18/2017,0.606,-1.437
11/19/2017,0.861,-1.124
11/20/2017,0.830,-1.176
11/21/2017,0.805,-1.390
11/22/2017,0.616,-1.453
11/23/2017,0.453,-1.417
11/24/2017,0.807,-1.301
11/25/2017,0.651,-1.745
11/26/2017,0.202,-1.650
11/27/2017,0.687,-0.749
11/28/2017,0.603,-0.624
11/29/2017,0.560,-1.520
11/30/2017,0.589,-1.576
12/1/2017,0.655,-1.469
12/2/2017,0.590,-1.369
12/3/2017,0.806,-1.236
12/4/2017,0.821,-1.144
12/5/2017,0.938,-1.190
12/6/2017,0.687,-1.220
12/7/2017,0.468,-1.731
12/8/2017,0.232,-1.689
12/9/2017,-0.004,-1.976
12/10/2017,-0.170,-2.145
12/11/2017,0.763,-1.445
12/12/2017,0.807,-1.373
12/13/2017,0.634,-1.211
12/14/2017,0.622,-1.387
12/15/2017,0.609,-1.516
12/16/2017,0.293,-1.604
12/17/2017,0.253,-1.678
12/18/2017,0.371,-1.441
12/19/2017,0.458,-1.533
12/20/2017,0.680,-1.513
12/21/2017,0.674,-1.743
12/22/2017,0.538,-1.513
12/23/2017,0.798,-1.650
12/24/2017,0.646,-1.716
12/25/2017,1.026,-1.069
12/26/2017,0.889,-1.245
12/27/2017,0.997,-1.385
12/28/2017,0.743,-1.667
12/29/2017,0.551,-1.534
12/30/2017,0.182,-1.963
12/31/2017,0.203,-1.554
1/1/2018,0.033,-1.937
1/2/2018,0.501,-1.830
1/3/2018,0.459,-1.940
1/4/2018,0.450,-1.833
1/5/2018,0.711,-1.778
1/6/2018,0.531,-1.882
1/7/2018,0.633,-1.817
1/8/2018,0.804,-1.173
1/9/2018,0.812,-1.257
1/10/2018,1.010,-1.199
1/11/2018,0.971,-1.483
1/12/2018,0.626,-1.855
1/13/2018,0.617,-1.873
1/14/2018,0.726,-1.525
1/15/2018,0.790,-1.626
1/16/2018,0.988,-1.208
1/17/2018,0.731,-1.738
1/18/2018,0.907,-1.300
1/19/2018,0.673,-1.474
1/20/2018,0.623,-1.735
1/21/2018,0.534,-1.739
1/22/2018,0.905,-1.344
1/23/2018,0.531,-1.516
1/24/2018,0.556,-1.397
1/25/2018,0.957,-1.436
1/26/2018,0.672,-1.214
1/27/2018,0.494,-1.785
1/28/2018,0.671,-1.323
1/29/2018,0.754,-1.425
1/30/2018,0.909,-1.447
1/31/2018,0.913,-1.253
2/1/2018,0.766,-1.351
2/2/2018,0.852,-1.392
2/3/2018,0.663,-1.579
2/4/2018,0.453,-1.663
2/5/2018,0.844,-1.505
2/6/2018,0.698,-1.697
2/7/2018,0.984,-1.447
2/8/2018,0.673,-1.208
2/9/2018,0.554,-1.401
2/10/2018,0.760,-1.190
2/11/2018,0.661,-1.474
2/12/2018,0.826,-1.090
2/13/2018,0.736,-1.488
2/14/2018,0.690,-1.328
2/15/2018,0.574,-1.531
2/16/2018,0.734,-1.648
2/17/2018,0.439,-1.698
2/18/2018,0.567,-1.356
2/19/2018,0.974,-1.301
2/20/2018,0.729,-1.191
2/21/2018,0.771,-1.354
2/22/2018,0.697,-1.351
2/23/2018,0.821,-1.314
2/24/2018,0.570,-1.523
2/25/2018,0.720,-1.223
2/26/2018,0.761,-1.156
2/27/2018,0.895,-1.256
2/28/2018,1.037,-1.018
3/1/2018,1.067,-1.007
3/2/2018,0.676,-1.344
3/3/2018,0.790,-1.249
3/4/2018,0.677,-1.254
3/5/2018,0.819,-0.981
3/6/2018,0.904,-0.959
3/7/2018,0.487,-1.346
3/8/2018,0.816,-1.025
3/9/2018,0.910,-1.228
3/10/2018,0.793,-1.572
3/11/2018,0.923,-1.064
3/12/2018,1.203,-1.108
3/13/2018,0.861,-1.556
3/14/2018,0.784,-1.244
3/15/2018,0.712,-1.598
3/16/2018,0.478,-1.625
3/17/2018,0.419,-1.948
3/18/2018,1.036,-1.425
3/19/2018,0.963,-1.071
3/20/2018,0.751,-1.253
3/21/2018,0.766,-1.319
3/22/2018,0.794,-1.265
3/23/2018,0.875,-0.929
3/24/2018,0.697,-1.196
3/25/2018,0.712,-1.051
3/26/2018,0.623,-1.467
3/27/2018,0.772,-1.373
3/28/2018,0.840,-1.390
3/29/2018,0.919,-1.266
3/30/2018,0.244,-1.787
3/31/2018,0.486,-1.731
4/1/2018,0.365,-1.651
4/2/2018,0.630,-1.368
4/3/2018,0.808,-1.431
4/4/2018,0.675,-1.550
4/5/2018,0.762,-1.320
4/6/2018,0.726,-1.449
4/7/2018,0.385,-1.574
4/8/2018,0.459,-2.073
4/9/2018,0.396,-1.801
4/10/2018,0.508,-1.693
4/11/2018,0.245,-1.677
4/12/2018,0.385,-1.549
4/13/2018,0.753,-1.700
4/14/2018,-0.452,-2.541
4/15/2018,-0.093,-2.118
4/16/2018,0.402,-1.568
4/17/2018,0.380,-1.540
4/18/2018,0.660,-1.187
4/19/2018,0.947,-1.043
4/20/2018,0.624,-1.396
4/21/2018,0.688,-1.690
4/22/2018,0.529,-1.327
4/23/2018,0.549,-1.354
4/24/2018,0.854,-1.162
4/25/2018,0.820,-1.398
4/26/2018,1.010,-1.149
4/27/2018,1.213,-0.727
4/28/2018,0.988,-1.101
4/29/2018,1.202,-1.278
4/30/2018,0.994,-1.155
5/1/2018,0.698,-1.488
5/2/2018,1.087,-0.907
5/3/2018,1.053,-1.244
5/4/2018,0.802,-1.415
5/5/2018,0.806,-1.277
5/6/2018,0.653,-1.506
5/7/2018,1.030,-0.761
5/8/2018,1.687,-0.974
5/9/2018,1.417,-0.978
5/10/2018,1.108,-0.768
5/11/2018,1.151,-0.963
5/12/2018,1.155,-0.664
5/13/2018,0.904,-0.956
5/14/2018,0.763,-1.220
5/15/2018,0.629,-1.742
5/16/2018,0.888,-1.294
5/17/2018,0.822,-1.235
5/18/2018,0.838,-1.015
5/19/2018,0.894,-0.347
5/20/2018,0.889,-0.746
5/21/2018,0.855,-1.001
5/22/2018,1.029,-1.132
5/23/2018,0.916,-1.207
5/24/2018,0.809,-1.314
5/25/2018,0.814,-1.118
5/26/2018,0.867,-1.033
5/27/2018,0.872,-1.117
5/28/2018,1.128,-1.244
5/29/2018,1.070,-1.034
5/30/2018,1.029,-1.629
5/31/2018,1.025,-1.557
6/1/2018,0.756,-1.664
6/2/2018,0.377,-2.002
6/3/2018,0.724,-1.679
6/4/2018,1.355,-1.254
6/5/2018,1.113,-1.095
6/6/2018,1.128,-0.996
6/7/2018,1.282,-1.084
6/8/2018,0.790,-1.060
6/9/2018,0.838,-1.378
6/10/2018,1.184,-1.337
6/11/2018,1.010,-1.270
6/12/2018,1.396,-0.912
6/13/2018,1.011,-1.155
6/14/2018,1.184,-0.932
6/15/2018,0.909,-1.114
6/16/2018,0.426,-1.672
6/17/2018,0.295,-1.451
6/18/2018,0.438,-2.007
6/19/2018,0.795,-1.769
6/20/2018,0.930,-1.874
6/21/2018,0.812,-1.752
6/22/2018,0.993,-1.504
6/23/2018,0.658,-1.807
6/24/2018,0.432,-1.730
6/25/2018,0.792,-1.416
6/26/2018,0.720,-1.426
6/27/2018,0.757,-1.511
6/28/2018,0.881,-1.381
6/29/2018,0.826,-1.434
6/30/2018,0.745,-1.765
7/1/2018,0.716,-1.635
7/2/2018,1.336,-0.720
7/3/2018,0.912,-0.922
7/4/2018,0.720,-1.019
7/5/2018,0.585,-1.152
7/6/2018,0.947,-1.127
7/7/2018,0.787,-1.130
7/8/2018,0.960,-1.332
7/9/2018,1.249,-1.007
7/10/2018,1.145,-0.761
7/11/2018,1.126,-1.118
7/12/2018,1.053,-1.114
7/13/2018,0.977,-1.150
7/14/2018,0.549,-1.619
7/15/2018,0.953,-1.471
